PLAYER,GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
alperen-sengun-c,9,30,9,6,5,1,2,1,19,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
alperen-sengun-c,10,24,10,3,3,4,0,3,19,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
amari-bailey,0,7,0,0,1,0,0,0,3,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
amari-bailey,1,3,2,0,0,0,0,0,2,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
amen-thompson,0,24,7,4,2,2,1,3,19,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
amen-thompson,1,17,6,0,0,1,0,3,10,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
amen-thompson,2,12,7,3,5,1,0,3,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
amen-thompson,3,15,4,2,2,3,2,3,5,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
amen-thompson,4,23,6,8,1,2,0,2,13,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
amen-thompson,5,14,3,2,0,0,1,3,6,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
amen-thompson,6,32,14,5,2,1,0,3,15,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
amen-thompson,7,18,8,2,0,2,2,3,6,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
amen-thompson,8,10,1,1,0,1,2,2,4,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
amen-thompson,9,19,3,0,1,1,0,2,14,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
amen-thompson,10,25,10,3,4,3,0,0,10,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
amir-coffey,0,24,4,0,1,4,1,0,14,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
amir-coffey,1,21,1,1,1,1,0,1,17,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
amir-coffey,2,27,1,1,0,1,0,1,13,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
amir-coffey,3,26,3,1,0,0,2,0,10,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
amir-coffey,4,19,2,2,1,0,0,6,5,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
amir-coffey,5,24,2,0,0,1,0,2,9,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
amir-coffey,6,15,1,1,0,1,0,2,5,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
amir-coffey,7,16,3,0,0,0,0,2,9,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
amir-coffey,8,9,1,0,1,1,0,0,0,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
amir-coffey,9,26,2,1,1,2,0,0,13,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
amir-coffey,10,18,1,1,0,1,0,1,6,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
andre-drummond,0,15,8,1,0,0,0,2,10,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
andre-drummond,1,14,7,0,0,1,1,0,7,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
andre-drummond,2,17,7,0,0,1,1,3,15,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
andre-drummond,3,17,9,1,1,1,0,0,11,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
andre-drummond,4,11,5,0,1,0,0,0,6,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
andre-drummond,5,19,10,1,0,4,0,2,15,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
andre-drummond,6,10,4,0,1,0,1,1,5,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
andre-drummond,7,22,10,1,2,2,2,2,8,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
andre-drummond,8,17,10,1,0,1,1,2,7,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
andre-drummond,9,12,4,1,0,0,1,0,5,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
andre-drummond,10,13,0,1,3,2,0,1,4,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
andre-jackson-jr,0,17,2,2,0,1,0,3,3,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
andre-jackson-jr,1,1,0,0,0,0,0,0,0,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
andre-jackson-jr,2,20,1,0,0,1,1,5,8,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
andre-jackson-jr,3,15,7,0,0,0,0,2,2,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
andre-jackson-jr,4,23,8,0,1,0,0,2,6,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
andre-jackson-jr,5,10,0,1,2,0,0,5,0,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
andre-jackson-jr,6,28,10,2,1,0,1,1,10,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
andre-jackson-jr,7,16,4,4,0,0,0,5,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
andre-jackson-jr,8,26,5,3,1,0,2,2,7,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
andre-jackson-jr,9,12,2,0,0,2,0,3,1,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
andre-jackson-jr,10,5,1,0,0,0,0,1,0,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
andrew-nembhard,0,0,0,0,0,0,0,0,0,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
andrew-nembhard,1,26,3,6,0,0,0,2,10,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
andrew-nembhard,2,28,4,5,0,0,0,2,15,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
andrew-nembhard,3,37,4,9,1,1,0,3,16,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
andrew-nembhard,4,30,1,8,1,1,0,1,22,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
andrew-nembhard,5,29,2,8,6,1,1,3,19,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
andrew-nembhard,6,27,1,7,2,0,0,1,15,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
andrew-nembhard,7,25,0,6,4,1,0,3,9,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
andrew-nembhard,8,23,0,4,2,1,0,2,14,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
andrew-nembhard,9,29,2,7,2,0,0,0,12,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
andrew-nembhard,10,23,4,6,4,2,0,2,10,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
andrew-wiggins,0,30,2,0,0,1,2,0,9,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
andrew-wiggins,1,38,5,4,1,3,1,2,23,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
andrew-wiggins,2,41,5,3,2,2,1,6,22,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
andrew-wiggins,3,31,4,4,2,0,0,2,17,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
andrew-wiggins,4,29,5,1,0,0,2,4,12,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
andrew-wiggins,5,31,5,1,1,0,2,1,16,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
andrew-wiggins,6,32,4,1,0,0,0,3,7,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
andrew-wiggins,7,31,5,8,0,1,1,2,17,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
andrew-wiggins,8,23,2,2,1,0,0,2,5,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
andrew-wiggins,9,17,2,1,1,0,0,0,3,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
andrew-wiggins,10,19,2,2,1,0,0,2,3,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
anfernee-simons,0,37,4,4,2,2,0,2,29,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
anfernee-simons,1,38,3,5,3,0,0,0,24,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
anfernee-simons,2,28,1,6,1,0,1,3,15,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
anfernee-simons,3,35,7,8,1,0,0,5,11,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
anfernee-simons,4,41,2,10,5,1,0,3,40,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
anfernee-simons,5,41,6,5,3,0,0,3,33,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
anfernee-simons,6,33,3,5,4,0,1,3,17,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
anfernee-simons,7,30,2,3,4,0,0,4,19,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
anfernee-simons,8,39,4,4,0,0,0,2,20,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
anfernee-simons,9,41,5,5,3,0,0,2,28,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
anfernee-simons,10,29,2,3,3,0,1,0,5,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
anthony-black,0,17,0,1,0,0,0,2,2,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
anthony-black,1,30,3,1,1,0,1,3,20,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
anthony-black,2,13,1,1,0,0,1,1,4,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
anthony-black,3,27,3,1,1,0,0,5,2,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
anthony-black,4,18,1,2,0,1,0,0,7,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
anthony-black,5,14,0,1,1,0,0,3,6,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
anthony-black,6,13,3,3,0,0,1,2,7,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
anthony-black,7,0,0,0,0,0,0,0,0,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
anthony-black,8,33,4,1,1,1,1,2,13,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
anthony-black,9,9,3,1,0,1,0,0,1,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
anthony-black,10,21,1,4,2,3,1,2,3,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
anthony-davis,0,29,7,2,3,2,1,2,23,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
anthony-davis,1,45,13,3,2,0,4,4,29,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
anthony-davis,2,36,11,6,0,0,1,1,22,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
anthony-davis,3,36,12,2,1,0,0,2,26,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
anthony-davis,4,26,14,3,0,0,0,0,14,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
anthony-davis,5,35,12,6,1,3,2,1,26,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
anthony-davis,6,33,12,9,1,1,1,2,28,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
anthony-davis,7,38,15,5,2,2,1,3,27,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
anthony-davis,8,39,15,11,6,1,4,1,15,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
anthony-davis,9,32,5,1,3,1,2,4,13,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
anthony-davis,10,40,11,6,3,0,1,4,41,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
anthony-edwards,0,35,1,5,3,1,0,1,22,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
anthony-edwards,1,30,5,5,2,0,0,1,9,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
anthony-edwards,2,40,4,4,4,1,0,4,27,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
anthony-edwards,3,38,6,12,4,1,0,0,32,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
anthony-edwards,4,36,1,3,3,1,0,3,24,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
anthony-edwards,5,34,3,5,4,1,0,4,38,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
anthony-edwards,6,37,5,11,1,0,0,1,9,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
anthony-edwards,7,38,5,5,5,0,0,2,19,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
anthony-edwards,8,34,5,5,3,1,0,2,28,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
anthony-edwards,9,33,5,8,3,0,0,3,27,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
anthony-edwards,10,38,9,6,5,2,0,1,33,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
anthony-gill,0,0,0,0,0,0,0,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
anthony-gill,1,8,2,0,1,1,0,0,3,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
anthony-gill,2,1,0,0,0,0,0,0,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
anthony-gill,3,1,0,1,0,0,0,0,0,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
anthony-gill,4,3,1,0,1,0,0,0,3,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
anthony-gill,5,3,2,0,0,0,0,0,3,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
anthony-gill,6,5,1,0,0,0,0,1,1,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
anthony-gill,7,5,1,0,0,0,0,0,2,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
anthony-gill,8,5,0,0,0,0,1,0,0,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
anthony-gill,9,11,3,0,0,0,1,0,8,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
anthony-gill,10,0,0,0,0,0,0,0,0,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
armoni-brooks,0,3,1,0,0,0,0,0,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
armoni-brooks,1,8,1,0,0,0,0,1,5,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
armoni-brooks,2,29,4,2,2,1,0,1,12,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
armoni-brooks,3,15,2,2,0,0,1,0,6,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
armoni-brooks,4,4,0,1,0,0,0,0,2,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
armoni-brooks,5,4,1,0,0,0,0,1,0,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
armoni-brooks,6,4,3,0,0,0,0,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
armoni-brooks,7,19,4,0,1,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
armoni-brooks,8,1,0,0,0,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
armoni-brooks,9,16,2,0,0,0,0,0,17,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
ausar-thompson,0,26,7,1,1,2,1,1,3,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
ausar-thompson,1,18,6,2,2,2,0,0,4,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
ausar-thompson,2,20,4,1,0,1,1,1,9,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
ausar-thompson,3,17,2,0,1,1,2,0,8,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
ausar-thompson,4,27,2,1,2,2,0,4,7,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
ausar-thompson,5,19,5,1,0,0,0,2,0,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
ausar-thompson,6,32,9,1,1,0,1,4,22,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
ausar-thompson,7,22,9,1,0,0,1,0,7,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
ausar-thompson,8,27,8,2,0,3,0,2,14,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
ausar-thompson,9,18,8,0,1,0,0,2,4,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
ausar-thompson,10,15,6,1,1,0,1,4,3,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
austin-reaves,0,35,2,3,0,0,0,1,32,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
austin-reaves,1,32,0,6,2,2,0,1,28,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
austin-reaves,2,30,3,5,2,1,0,1,8,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
austin-reaves,3,47,2,6,5,2,0,3,17,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
austin-reaves,4,33,3,8,1,0,0,4,20,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
austin-reaves,5,34,2,5,3,2,1,3,12,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
austin-reaves,6,26,4,2,1,1,0,1,15,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
austin-reaves,7,33,3,5,0,1,0,2,9,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
austin-reaves,8,30,3,7,3,1,0,2,14,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
austin-reaves,9,33,3,7,2,0,1,0,15,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
austin-reaves,10,31,4,2,1,0,0,6,19,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
ayo-dosunmu,0,39,1,6,1,3,1,3,16,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
ayo-dosunmu,1,39,5,2,4,0,1,4,21,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
ayo-dosunmu,2,33,5,3,1,0,3,1,11,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
ayo-dosunmu,3,30,2,1,2,2,1,2,18,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
ayo-dosunmu,4,30,1,0,1,2,1,2,13,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
ayo-dosunmu,5,28,6,4,3,1,1,1,20,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
ayo-dosunmu,6,32,1,5,0,0,1,2,10,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
ayo-dosunmu,7,19,3,3,0,0,0,3,10,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
ayo-dosunmu,8,29,2,4,2,1,0,4,21,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
ayo-dosunmu,9,17,0,0,3,0,0,4,6,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
ayo-dosunmu,10,18,4,3,0,0,0,0,8,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
bam-adebayo,0,33,14,1,4,0,1,3,20,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
bam-adebayo,1,32,11,4,0,0,0,4,16,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
bam-adebayo,2,35,11,5,4,1,3,2,8,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
bam-adebayo,3,33,13,1,2,0,0,1,12,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
bam-adebayo,4,29,5,2,0,1,1,0,19,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
bam-adebayo,5,40,15,6,0,1,6,3,15,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
bam-adebayo,6,34,11,7,5,2,0,3,22,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
bam-adebayo,7,39,9,6,3,1,0,4,21,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
