Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Sat, Jan 27",vs. LAL,"L, 145-144",47,9,24,37.5,6,17,35.3,0,0,0.0,0,4,4,4,2,2,0,6,24
"Thu, Jan 25",vs. SAC,"L, 134-133",31,5,14,35.7,2,7,28.6,4,4,100.0,0,1,1,1,1,1,1,5,16
"Wed, Jan 24",vs. ATL,"W, 112-134",30,8,18,44.4,5,10,50.0,3,3,100.0,1,1,2,3,2,0,1,2,24
"Mon, Jan 15",@ MEM,"L, 107-116",34,4,10,40.0,1,4,25.0,0,0,0.0,0,0,0,3,0,0,0,1,9
"Sat, Jan 13",@ MIL,"L, 118-129",36,7,23,30.4,6,17,35.3,1,1,100.0,2,1,3,3,2,0,0,2,21
"Fri, Jan 12",@ CHI,"W, 140-131",34,9,19,47.4,7,15,46.7,5,6,83.3,2,4,6,6,1,1,1,1,30
"Wed, Jan 10",vs. NOR,"L, 141-105",24,5,10,50.0,3,7,42.9,0,0,0.0,1,3,4,2,3,0,1,1,13
"Sun, Jan 7",vs. TOR,"L, 133-118",28,10,15,66.7,5,7,71.4,0,0,0.0,0,0,0,3,2,0,0,0,25
"Fri, Jan 5",vs. DET,"W, 109-113",35,6,18,33.3,3,9,33.3,4,4,100.0,1,2,3,4,2,1,2,2,19
"Thu, Jan 4",vs. DEN,"L, 130-127",35,9,18,50.0,4,10,40.0,2,2,100.0,0,3,3,3,0,1,1,2,24
"Tue, Jan 2",vs. ORL,"W, 115-121",25,6,11,54.5,3,8,37.5,0,0,0.0,0,3,3,2,1,0,1,4,15
