Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 3",@ SAC,"L, 135-138",12,2,4,50.0,1,3,33.3,0,1,0.0,0,1,1,1,1,1,0,2,5
"Tue, Jan 2",@ GSW,"L, 115-121",29,3,7,42.9,2,6,33.3,0,0,0.0,0,2,2,2,0,0,0,1,8
"Sun, Dec 31",@ PHO,"L, 107-112",32,2,7,28.6,1,6,16.7,0,0,0.0,0,2,2,2,0,0,0,1,5
"Tue, Dec 26",@ WAS,"W, 127-119",19,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,1,1,1,0,3,3
"Sat, Dec 23",@ IND,"W, 117-110",35,5,9,55.6,2,4,50.0,3,3,100.0,0,1,1,3,3,2,0,2,15
"Thu, Dec 21",@ MIL,"L, 114-118",35,5,11,45.5,2,6,33.3,2,3,66.7,1,1,2,5,0,0,0,4,14
"Wed, Dec 20",vs. MIA,"L, 115-106",20,0,2,0.0,0,2,0.0,0,0,0.0,3,0,3,1,0,2,0,3,0
"Sun, Dec 17",@ BOS,"L, 97-114",26,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,2,0,0,0,1,0
"Fri, Dec 15",@ BOS,"L, 111-128",16,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,3,2
"Mon, Dec 11",vs. CLE,"W, 94-104",26,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,2,0,0,1,2,3
"Fri, Dec 8",vs. DET,"W, 91-123",23,4,8,50.0,2,5,40.0,1,1,100.0,0,3,3,1,1,2,0,3,11
