Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Thu, Feb 1",vs. LAL,"L, 114-105",29,7,15,46.7,1,7,14.3,2,2,100.0,1,6,7,3,3,1,5,1,17
"Tue, Jan 30",vs. IND,"W, 124-129",31,6,17,35.3,2,6,33.3,3,4,75.0,4,8,12,2,4,0,1,5,17
"Thu, Jan 25",@ MIA,"W, 143-110",21,6,9,66.7,3,4,75.0,4,4,100.0,0,4,4,1,0,0,0,1,19
"Sun, Jan 21",@ HOU,"W, 116-107",33,11,21,52.4,6,11,54.5,4,4,100.0,4,2,6,1,3,1,5,5,32
"Fri, Jan 19",vs. DEN,"L, 102-100",36,6,11,54.5,3,5,60.0,6,8,75.0,4,4,8,2,0,0,1,4,21
"Mon, Jan 15",@ TOR,"W, 105-96",32,2,6,33.3,1,4,25.0,10,12,83.3,0,6,6,2,6,0,2,4,15
"Sat, Jan 13",vs. HOU,"W, 113-145",28,6,11,54.5,3,5,60.0,2,2,100.0,1,6,7,5,2,1,3,3,17
"Thu, Jan 11",@ MIL,"L, 102-135",21,3,9,33.3,0,3,0.0,0,0,0.0,1,1,2,4,1,1,1,2,6
"Mon, Jan 8",@ IND,"L, 131-133",38,6,13,46.2,1,4,25.0,6,7,85.7,2,3,5,7,1,0,3,2,19
"Sat, Jan 6",@ IND,"W, 118-101",6,1,2,50.0,0,1,0.0,0,0,0.0,1,2,3,0,0,1,1,0,2
"Fri, Jan 5",vs. UTH,"W, 97-126",27,4,7,57.1,1,3,33.3,10,12,83.3,0,5,5,2,1,0,1,3,19
