Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Fri, Jan 26",@ ATL,"W, 148-143",18,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,3,2
"Wed, Jan 24",vs. PHO,"L, 132-109",24,3,8,37.5,0,3,0.0,0,1,0.0,1,1,2,1,3,0,0,3,6
"Mon, Jan 22",vs. BOS,"L, 119-110",25,2,7,28.6,1,3,33.3,0,0,0.0,0,2,2,3,1,0,0,1,5
"Wed, Jan 17",@ LAL,"L, 110-127",27,3,3,100.0,2,2,100.0,0,0,0.0,1,0,1,0,0,0,1,2,8
"Sat, Jan 13",vs. NOR,"L, 118-108",28,8,10,80.0,3,5,60.0,5,5,100.0,0,4,4,1,1,0,0,4,24
"Thu, Jan 11",vs. NYK,"W, 124-128",35,4,10,40.0,1,5,20.0,0,2,0.0,1,3,4,1,1,0,1,2,9
"Tue, Jan 9",vs. MEM,"L, 120-103",36,5,9,55.6,0,1,0.0,1,1,100.0,0,4,4,2,0,0,1,1,11
"Sun, Jan 7",vs. MIN,"W, 108-115",35,5,12,41.7,1,6,16.7,1,2,50.0,5,5,10,1,1,1,3,2,12
"Fri, Jan 5",vs. POR,"W, 103-139",20,5,6,83.3,2,3,66.7,0,0,0.0,0,3,3,0,3,3,0,4,12
"Wed, Jan 3",vs. POR,"W, 97-126",23,2,3,66.7,0,0,0.0,1,2,50.0,0,0,0,1,1,2,2,2,5
"Mon, Jan 1",@ UTH,"L, 90-127",24,2,4,50.0,1,3,33.3,1,2,50.0,1,2,3,0,2,1,1,1,6
