Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 31",@ SAS,"W, 108-98",26,3,7,42.9,1,3,33.3,7,8,87.5,3,2,5,2,1,0,0,4,14
"Mon, Jan 29",@ DAL,"L, 129-131",29,2,7,28.6,1,4,25.0,4,5,80.0,5,3,8,2,1,0,0,6,9
"Sun, Jan 28",vs. PHO,"W, 98-113",23,4,8,50.0,1,4,25.0,0,0,0.0,0,3,3,1,0,0,1,1,9
"Fri, Jan 26",@ MEM,"L, 106-107",35,8,9,88.9,2,3,66.7,2,3,66.7,3,6,9,2,1,2,2,3,20
"Mon, Jan 22",vs. CLE,"L, 126-99",27,4,9,44.4,1,2,50.0,1,2,50.0,2,7,9,1,1,2,0,2,10
"Sun, Jan 21",vs. MIA,"W, 87-105",34,7,11,63.6,1,3,33.3,2,2,100.0,2,7,9,2,1,1,0,1,17
"Fri, Jan 19",vs. PHI,"L, 124-109",26,9,13,69.2,1,2,50.0,6,7,85.7,6,5,11,0,3,0,0,4,25
"Wed, Jan 17",@ ATL,"L, 104-106",24,6,7,85.7,3,4,75.0,3,4,75.0,2,3,5,2,0,2,1,1,18
"Mon, Jan 15",@ NYK,"W, 98-94",19,7,11,63.6,1,3,33.3,2,2,100.0,1,2,3,0,0,0,1,1,17
"Wed, Jan 3",@ SAC,"L, 135-138",21,3,7,42.9,3,3,100.0,0,0,0.0,1,6,7,3,1,0,0,4,9
"Tue, Jan 2",@ GSW,"L, 115-121",20,1,5,20.0,0,1,0.0,4,4,100.0,0,2,2,1,0,1,1,1,6
