Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Sat, Jan 13",vs. NYK,"L, 106-94",1,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,0,0,0,2
"Fri, Jan 12",vs. LAC,"L, 128-119",20,5,10,50.0,2,4,50.0,0,0,0.0,2,2,4,1,0,0,1,4,12
"Tue, Jan 9",@ DAL,"W, 120-103",2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0
"Mon, Dec 18",@ OKC,"L, 97-116",12,1,4,25.0,1,4,25.0,0,0,0.0,2,1,3,0,0,0,0,0,3
"Fri, Dec 15",vs. HOU,"L, 103-96",10,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,4,2
"Wed, Dec 13",@ HOU,"L, 104-117",15,2,6,33.3,0,3,0.0,0,0,0.0,0,0,0,2,1,0,0,3,4
"Wed, Nov 1",@ UTH,"L, 109-133",9,2,4,50.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4
"Mon, Oct 30",vs. DAL,"L, 125-110",6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0
"Sat, Oct 28",@ WAS,"L, 106-113",16,2,9,22.2,1,5,20.0,0,0,0.0,0,1,1,1,0,0,0,0,5
"Fri, Oct 27",vs. DEN,"L, 108-104",16,2,3,66.7,1,2,50.0,1,2,50.0,3,2,5,0,2,0,0,1,6
"Wed, Oct 25",vs. NOR,"L, 111-104",15,1,3,33.3,0,2,0.0,0,0,0.0,0,2,2,1,0,1,0,4,2
