Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Tue, Jan 30",@ CHI,"W, 118-107",37,4,14,28.6,0,3,0.0,5,6,83.3,1,3,4,7,5,1,0,1,13
"Sun, Jan 28",@ ATL,"L, 125-126",38,8,14,57.1,0,0,0.0,8,8,100.0,1,3,4,8,5,0,2,2,24
"Fri, Jan 26",vs. LAC,"L, 127-107",35,9,21,42.9,1,5,20.0,4,5,80.0,1,4,5,4,1,1,0,1,23
"Mon, Jan 22",vs. MEM,"L, 108-100",41,6,14,42.9,1,3,33.3,9,9,100.0,5,7,12,8,5,0,6,2,22
"Sat, Jan 20",@ NYK,"L, 100-126",33,4,14,28.6,0,3,0.0,1,3,33.3,2,4,6,7,3,0,2,2,9
"Thu, Jan 18",vs. CHI,"L, 116-110",37,11,18,61.1,2,6,33.3,7,9,77.8,1,6,7,6,6,3,3,1,31
"Wed, Jan 17",vs. MIA,"W, 97-121",34,9,16,56.3,1,6,16.7,1,1,100.0,2,3,5,8,5,2,1,2,20
"Mon, Jan 15",vs. BOS,"L, 105-96",41,5,12,41.7,0,2,0.0,0,0,0.0,2,11,13,2,4,2,0,2,10
"Fri, Jan 12",@ UTH,"L, 113-145",28,6,13,46.2,2,4,50.0,5,11,45.5,1,2,3,3,3,0,3,3,19
"Wed, Jan 10",@ LAC,"L, 120-126",34,5,10,50.0,1,5,20.0,1,3,33.3,0,7,7,6,2,0,2,1,12
"Tue, Jan 9",@ LAL,"L, 131-132",40,11,20,55.0,3,7,42.9,1,2,50.0,1,2,3,6,2,0,2,6,26
