Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 31",@ WAS,"W, 125-109",21,5,7,71.4,2,2,100.0,5,5,100.0,0,1,1,1,1,1,0,1,17
"Mon, Jan 29",@ CLE,"L, 108-118",27,5,9,55.6,2,5,40.0,1,2,50.0,0,1,1,1,0,1,0,1,13
"Sat, Jan 27",@ BOS,"W, 115-96",26,4,9,44.4,0,4,0.0,2,2,100.0,1,2,3,1,0,0,2,0,10
"Fri, Jan 26",@ TOR,"W, 127-107",19,1,2,50.0,0,1,0.0,3,3,100.0,0,2,2,2,1,0,0,6,5
"Tue, Jan 23",vs. LAL,"W, 116-127",24,3,4,75.0,3,3,100.0,0,0,0.0,0,2,2,0,0,1,0,2,9
"Sun, Jan 21",vs. BKN,"W, 114-125",15,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,1,0,1,0,2,5
"Tue, Jan 16",vs. OKC,"W, 117-128",16,3,4,75.0,3,3,100.0,0,0,0.0,1,2,3,0,0,0,0,2,9
"Sun, Jan 14",@ MIN,"L, 105-109",9,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,1,0,0,0
"Fri, Jan 12",@ MEM,"W, 128-119",26,6,6,100.0,1,1,100.0,0,1,0.0,0,2,2,1,1,2,0,0,13
"Wed, Jan 10",vs. TOR,"W, 120-126",18,3,5,60.0,0,2,0.0,0,0,0.0,0,1,1,1,0,1,0,1,6
"Mon, Jan 8",vs. PHO,"W, 111-138",23,4,5,80.0,1,1,100.0,0,0,0.0,0,2,2,0,0,0,0,3,9
