PLAYER,GAME,OPP,MIN,REB,AST,TO,STL,BLK,PF,PTS
naz-reid,10,LAC,14,1,1,1,2,0,2,8
neemias-queta,0,LAL,13,7,1,0,0,1,2,7
neemias-queta,1,IND,14,1,1,1,0,2,1,4
neemias-queta,2,NOR,10,2,1,1,0,1,1,4
neemias-queta,3,LAC,12,5,1,0,0,2,0,8
neemias-queta,4,MIA,4,1,0,0,0,1,2,0
neemias-queta,5,HOU,3,0,0,0,1,0,2,0
neemias-queta,6,SAS,12,8,0,0,0,2,5,6
neemias-queta,7,MIL,13,3,0,1,0,1,1,4
neemias-queta,8,UTH,4,0,0,0,0,0,2,0
neemias-queta,9,SAS,5,2,0,0,0,1,0,5
neemias-queta,10,TOR,14,5,1,0,0,0,0,6
nick-richards,0,OKC,31,11,1,0,0,1,1,8
nick-richards,1,CHI,25,6,1,0,0,1,5,10
nick-richards,2,NYK,37,8,1,3,0,2,3,5
nick-richards,3,UTH,36,13,1,4,0,4,4,26
nick-richards,4,HOU,27,7,1,0,0,3,1,14
nick-richards,5,DET,27,10,0,0,0,1,1,21
nick-richards,6,NOR,31,12,2,0,0,2,2,10
nick-richards,7,MIA,27,8,0,1,0,0,4,2
nick-richards,8,SAS,22,8,1,0,0,1,3,12
nick-richards,9,SAC,26,9,3,1,0,1,3,8
nick-richards,10,CHI,39,8,1,0,0,3,4,10
nick-smith-jr,0,OKC,21,0,0,0,1,0,4,12
nick-smith-jr,1,CHI,12,2,1,1,0,0,0,5
nick-smith-jr,2,NYK,12,0,0,0,0,0,0,6
nick-smith-jr,3,UTH,19,0,4,0,1,0,3,3
nick-smith-jr,4,HOU,17,1,0,3,0,0,2,10
nick-smith-jr,5,DET,17,0,1,0,0,0,0,3
nick-smith-jr,6,MIN,15,2,2,2,0,0,1,8
nick-smith-jr,7,PHI,15,0,1,1,0,0,0,0
nick-smith-jr,8,SAS,18,4,0,1,0,0,1,5
nick-smith-jr,9,NOR,17,3,3,1,0,0,1,3
nick-smith-jr,10,MIA,16,2,0,2,0,0,0,4
nickeil-alexander-walker,0,ORL,27,1,0,1,1,0,2,7
nickeil-alexander-walker,1,DAL,23,0,3,0,0,0,5,9
nickeil-alexander-walker,2,OKC,35,2,3,1,2,0,2,12
nickeil-alexander-walker,3,SAS,33,4,7,1,1,0,1,11
nickeil-alexander-walker,4,BKN,17,1,4,0,0,0,2,6
nickeil-alexander-walker,5,WAS,31,5,5,0,1,0,2,6
nickeil-alexander-walker,6,CHA,30,0,2,1,1,0,2,18
nickeil-alexander-walker,7,OKC,19,5,2,2,1,1,1,3
nickeil-alexander-walker,8,MEM,25,2,5,2,0,0,0,7
nickeil-alexander-walker,9,DET,23,0,1,0,1,1,2,7
nickeil-alexander-walker,10,LAC,20,0,1,0,0,1,4,6
nicolas-batum,0,POR,24,4,1,0,0,0,1,3
nicolas-batum,1,DEN,26,4,2,1,0,0,3,0
nicolas-batum,2,IND,22,3,1,1,0,0,2,10
nicolas-batum,3,SAS,33,8,6,1,3,0,3,5
nicolas-batum,4,CHA,29,5,1,0,2,2,1,9
nicolas-batum,5,ORL,20,2,5,0,0,0,4,3
nicolas-batum,6,DEN,35,4,2,2,0,2,3,8
nicolas-batum,7,HOU,28,5,3,0,2,1,2,5
nicolas-batum,8,SAC,25,5,3,0,0,0,2,14
nicolas-batum,9,ATL,37,4,2,1,0,3,4,6
nicolas-batum,10,UTH,26,4,4,2,4,2,3,2
nicolas-claxton,0,PHO,30,9,4,1,1,0,3,12
nicolas-claxton,1,UTH,26,10,2,2,1,3,1,11
nicolas-claxton,2,HOU,37,13,4,3,1,1,5,10
nicolas-claxton,3,MIN,39,11,4,0,2,2,2,16
nicolas-claxton,4,NYK,39,17,1,3,2,1,1,8
nicolas-claxton,5,LAC,31,6,3,0,1,2,5,16
nicolas-claxton,6,LAL,33,14,1,0,1,2,3,22
nicolas-claxton,7,POR,32,12,0,1,3,1,3,12
nicolas-claxton,8,MIA,43,13,2,1,0,2,1,9
nicolas-claxton,9,CLE,33,11,1,4,1,0,3,13
nicolas-claxton,10,POR,36,11,3,5,2,4,5,16
nikola-jokic,0,POR,38,22,12,4,1,2,3,27
nikola-jokic,1,MIL,40,16,12,3,3,2,1,25
nikola-jokic,2,PHI,37,16,7,3,2,0,3,26
nikola-jokic,3,NYK,27,11,3,7,0,0,1,31
nikola-jokic,4,IND,37,13,10,1,0,1,3,31
nikola-jokic,5,WAS,36,12,8,0,2,2,2,42
nikola-jokic,6,BOS,38,12,9,4,0,0,1,34
nikola-jokic,7,PHI,38,19,3,4,1,1,3,25
nikola-jokic,8,IND,33,12,9,7,2,1,3,25
nikola-jokic,9,NOR,32,10,14,2,0,1,4,27
nikola-jokic,10,UTH,30,11,6,6,1,0,3,27
nikola-jovic,0,NYK,1,0,0,0,0,0,0,0
nikola-jovic,1,BOS,7,3,0,1,0,0,0,3
nikola-jovic,2,ORL,15,3,0,1,0,0,2,2
nikola-jovic,3,ATL,15,3,0,0,0,0,2,2
nikola-jovic,4,TOR,21,7,2,2,0,1,1,10
nikola-jovic,5,BKN,19,3,2,0,0,0,0,5
nikola-jovic,6,CHA,28,7,2,3,0,2,3,5
nikola-jovic,7,ORL,25,3,4,2,0,0,2,4
nikola-jovic,8,OKC,33,5,4,1,1,1,3,15
nikola-jovic,9,HOU,21,8,6,2,2,2,3,6
nikola-jovic,10,PHO,24,4,1,0,0,0,0,3
nikola-vucevic,0,CHA,33,12,3,0,0,2,0,22
nikola-vucevic,1,TOR,36,9,3,1,2,1,2,14
nikola-vucevic,2,POR,34,7,3,0,0,3,2,14
nikola-vucevic,3,LAL,39,8,1,2,0,1,2,20
nikola-vucevic,4,PHO,37,17,7,1,0,0,2,19
nikola-vucevic,5,MEM,25,11,3,2,0,0,3,11
nikola-vucevic,6,TOR,35,14,7,0,2,1,1,24
nikola-vucevic,7,CLE,37,10,4,2,0,0,3,17
nikola-vucevic,8,SAS,31,16,5,1,0,3,2,24
nikola-vucevic,9,GSW,33,7,2,3,0,0,1,14
nikola-vucevic,10,HOU,41,15,3,0,0,1,4,18
noah-clowney,0,UTH,3,2,1,0,0,1,0,2
noah-clowney,1,MIL,24,4,2,1,0,0,3,14
noah-clowney,2,MIA,3,1,0,0,0,0,0,0
norman-powell,0,DET,25,5,2,0,0,0,5,15
norman-powell,1,WAS,27,7,3,2,0,0,1,14
norman-powell,2,CLE,28,3,2,0,0,0,2,18
norman-powell,3,BOS,17,4,2,0,1,0,2,4
norman-powell,4,TOR,26,4,0,2,1,0,2,17
norman-powell,5,LAL,27,5,2,1,0,2,0,17
norman-powell,6,BKN,24,5,0,0,0,0,2,12
norman-powell,7,OKC,19,0,1,0,1,0,3,8
norman-powell,8,MIN,30,1,0,1,0,2,1,24
norman-powell,9,MEM,24,5,0,1,0,0,2,11
norman-powell,10,TOR,27,3,1,0,0,0,1,13
obi-toppin,0,SAC,18,4,1,1,1,1,2,6
obi-toppin,1,NYK,22,3,2,1,1,2,0,12
obi-toppin,2,BOS,22,8,2,2,0,0,1,11
obi-toppin,3,MEM,17,0,2,2,1,0,2,3
obi-toppin,4,PHO,33,11,3,1,1,1,2,23
obi-toppin,5,PHI,19,5,0,3,0,1,2,13
obi-toppin,6,DEN,17,2,0,0,0,0,0,4
obi-toppin,7,PHO,26,6,1,0,0,0,1,13
obi-toppin,8,POR,11,0,2,2,0,0,2,0
obi-toppin,9,SAC,24,3,4,0,0,1,1,10
obi-toppin,10,UTH,13,3,2,0,1,0,1,2
ochai-agbaji,0,PHI,17,1,1,1,0,0,2,0
ochai-agbaji,1,NYK,13,1,0,0,1,0,0,3
ochai-agbaji,2,BKN,21,3,2,0,0,2,0,4
ochai-agbaji,3,CHA,16,2,2,0,0,0,0,5
ochai-agbaji,4,WAS,20,4,0,1,0,1,1,0
ochai-agbaji,5,NOR,23,2,0,0,0,0,0,5
ochai-agbaji,6,HOU,13,0,0,1,0,3,0,0
ochai-agbaji,7,OKC,14,1,1,2,2,0,1,4
ochai-agbaji,8,IND,24,4,0,1,0,1,2,4
ochai-agbaji,9,LAL,18,4,0,0,0,1,0,2
ochai-agbaji,10,TOR,22,5,1,0,0,2,1,8
og-anunoby,0,MIA,34,1,4,1,2,0,2,19
og-anunoby,1,DEN,29,2,1,1,6,0,2,26
og-anunoby,2,BKN,33,5,1,3,4,2,2,10
og-anunoby,3,TOR,37,7,1,1,1,3,2,14
og-anunoby,4,WAS,43,7,1,1,0,2,3,19
og-anunoby,5,HOU,43,5,0,1,4,1,2,15
og-anunoby,6,ORL,44,2,4,2,0,0,2,17
og-anunoby,7,MEM,32,5,2,4,1,4,1,18
og-anunoby,8,DAL,39,6,2,1,0,2,1,10
og-anunoby,9,POR,29,4,0,1,1,1,3,23
og-anunoby,10,WAS,31,5,2,1,1,0,3,9
olivier-maxence-prosper,0,MIN,20,4,0,0,0,0,1,6
olivier-maxence-prosper,1,PHO,5,0,0,0,0,0,0,0
olivier-maxence-prosper,2,POR,14,6,3,0,0,0,3,8
olivier-maxence-prosper,3,POR,8,5,1,0,0,1,1,5
olivier-maxence-prosper,4,UTH,7,3,0,0,0,0,0,0
olivier-maxence-prosper,5,PHO,0,0,0,0,0,0,0,0
olivier-maxence-prosper,6,SAS,12,2,0,0,0,0,1,0
olivier-maxence-prosper,7,HOU,30,6,2,3,1,0,2,20
olivier-maxence-prosper,8,LAC,3,1,1,0,0,0,0,0
olivier-maxence-prosper,9,DEN,20,4,3,0,0,0,1,2
olivier-maxence-prosper,10,POR,6,5,1,0,0,0,0,0
olivier-sarr,0,CHA,8,4,0,1,0,1,2,3
olivier-sarr,1,DET,6,1,0,0,0,0,1,0
olivier-sarr,2,LAC,1,0,0,0,0,0,0,0
olivier-sarr,3,DEN,3,1,0,0,0,0,0,2
olivier-sarr,4,LAL,3,2,1,0,0,0,1,0
olivier-sarr,5,MEM,7,3,0,0,0,0,3,6
olivier-sarr,6,POR,10,2,0,0,0,0,4,6
olivier-sarr,7,NOR,7,5,0,1,0,2,1,0
olivier-sarr,8,DET,21,9,1,0,0,3,2,2
olivier-sarr,9,DEN,6,0,0,0,0,0,0,0
olivier-sarr,10,CHI,11,4,0,1,0,0,3,4
omer-yurtseven,0,PHI,0,0,0,0,0,0,0,0
omer-yurtseven,1,BKN,8,1,0,1,0,0,2,2
omer-yurtseven,2,WAS,1,0,0,0,0,0,0,0
omer-yurtseven,3,IND,3,2,0,0,0,0,0,0
omer-yurtseven,4,TOR,5,4,0,0,0,0,1,4
omer-yurtseven,5,DEN,3,2,0,2,0,0,0,2
omer-yurtseven,6,BOS,12,7,0,1,0,0,1,0
omer-yurtseven,7,DAL,4,1,0,0,0,0,0,0
omer-yurtseven,8,SAS,2,0,0,0,0,0,0,0
omer-yurtseven,9,POR,22,4,1,2,1,2,3,4
omer-yurtseven,10,NYK,5,3,0,0,0,0,0,0
onyeka-okongwu,0,PHO,27,7,0,0,1,2,1,15
onyeka-okongwu,1,LAL,26,4,1,0,2,1,1,11
onyeka-okongwu,2,TOR,20,3,1,0,0,1,3,10
onyeka-okongwu,3,DAL,23,6,2,1,1,0,4,8
onyeka-okongwu,4,GSW,25,7,1,3,0,1,3,6
onyeka-okongwu,5,SAC,29,9,3,2,0,2,6,8
onyeka-okongwu,6,CLE,23,6,2,0,0,0,3,1
onyeka-okongwu,7,MIA,26,5,1,2,1,1,5,9
onyeka-okongwu,8,ORL,27,9,0,2,0,1,3,15
onyeka-okongwu,9,SAS,23,6,1,2,0,0,4,7
onyeka-okongwu,10,WAS,19,10,1,2,0,3,4,9
orlando-robinson,0,NYK,1,0,0,0,0,0,0,0
orlando-robinson,1,BOS,7,2,0,0,0,0,0,3
orlando-robinson,2,ORL,3,0,2,0,0,0,0,0
orlando-robinson,3,TOR,2,1,1,0,0,0,0,0
orlando-robinson,4,CHA,2,0,0,0,0,0,1,0
orlando-robinson,5,LAL,1,0,0,0,0,0,0,0
orlando-robinson,6,LAC,3,1,1,0,0,0,0,1
orlando-robinson,7,ORL,1,0,0,0,0,0,0,0
orlando-robinson,8,CHI,11,2,1,0,0,0,2,2
orlando-robinson,9,CHI,14,2,0,1,0,0,2,1
orlando-robinson,10,CHA,12,4,1,3,0,0,2,6
oscar-tshiebwe,0,UTH,12,6,0,0,2,0,0,4
oscar-tshiebwe,1,ATL,4,1,0,0,0,0,0,4
oscar-tshiebwe,2,BOS,1,0,0,0,0,0,0,2
oscar-tshiebwe,3,MIN,7,4,1,0,0,0,0,8
oscar-tshiebwe,4,WAS,4,0,1,0,0,0,0,2
oscar-tshiebwe,5,MIL,6,1,0,0,0,0,1,1
oshae-brissett,0,LAL,2,1,0,0,0,0,0,0
oshae-brissett,1,IND,6,1,0,0,0,0,1,0
oshae-brissett,2,NOR,11,5,0,0,0,0,3,0
oshae-brissett,3,LAC,16,5,2,1,0,0,0,5
oshae-brissett,4,MIA,3,2,0,0,0,0,0,4
oshae-brissett,5,HOU,18,2,3,3,0,1,4,6
oshae-brissett,6,SAS,13,4,1,1,0,0,0,7
oshae-brissett,7,TOR,7,3,0,0,0,0,1,7
oshae-brissett,8,HOU,9,3,2,0,1,0,1,5
oshae-brissett,9,MIL,17,2,1,0,0,0,0,13
oshae-brissett,10,MIN,5,2,0,0,0,0,1,0
otto-porter,0,DET,8,0,1,0,0,0,2,0
otto-porter,1,BOS,8,0,2,0,0,0,0,0
otto-porter,2,WAS,13,2,2,0,1,1,2,6
otto-porter,3,PHI,15,3,0,0,0,0,3,5
otto-porter,4,CHA,6,0,1,0,0,0,0,0
otto-porter,5,MIA,14,2,1,1,1,1,2,0
otto-porter,6,CLE,5,1,0,0,0,0,0,0
otto-porter,7,IND,11,4,0,0,0,0,2,3
otto-porter,8,ORL,5,2,0,1,0,0,1,5
otto-porter,9,MIL,11,1,0,0,0,0,0,0
otto-porter,10,WAS,14,1,0,0,1,1,0,5
ousmane-dieng-f,0,CHA,20,2,4,1,0,0,2,11
ousmane-dieng-f,1,DEN,9,0,0,1,0,0,0,0
ousmane-dieng-f,2,LAC,4,1,0,1,0,0,0,0
ousmane-dieng-f,3,LAL,12,3,0,1,0,0,2,5
ousmane-dieng-f,4,ORL,9,2,0,1,0,0,0,0
ousmane-dieng-f,5,POR,23,6,3,1,1,0,2,9
ousmane-dieng-f,6,LAL,11,0,0,0,0,0,2,5
ousmane-dieng-f,7,LAC,8,1,0,0,0,0,0,7
ousmane-dieng-f,8,MEM,19,2,2,0,0,0,1,4
ousmane-dieng-f,9,DEN,5,1,0,0,0,0,0,2
ousmane-dieng-f,10,SAC,10,0,0,1,0,0,0,6
paolo-banchero,0,MIN,35,1,6,3,1,0,2,23
paolo-banchero,1,SAS,36,9,7,1,2,0,1,25
paolo-banchero,2,DAL,39,9,7,3,2,0,3,36
paolo-banchero,3,PHO,36,4,7,2,0,0,1,26
paolo-banchero,4,MEM,34,5,6,3,2,1,3,27
paolo-banchero,5,CLE,29,3,6,2,0,0,2,18
paolo-banchero,6,MIA,31,10,2,2,0,0,2,20
paolo-banchero,7,PHI,32,8,6,3,0,1,0,14
paolo-banchero,8,ATL,38,4,4,1,2,1,1,26
paolo-banchero,9,NYK,33,6,3,2,0,0,1,20
paolo-banchero,10,OKC,36,9,8,2,0,2,4,20
pascal-siakam,0,SAC,35,6,2,5,2,0,3,22
pascal-siakam,1,NYK,35,7,5,5,0,1,5,18
pascal-siakam,2,BOS,32,6,2,0,0,0,4,23
pascal-siakam,3,MEM,35,6,6,1,2,0,3,19
pascal-siakam,4,PHO,33,7,4,2,2,0,1,31
pascal-siakam,5,PHI,30,13,10,2,0,0,3,26
pascal-siakam,6,DEN,33,10,4,1,0,0,1,16
pascal-siakam,7,PHO,30,4,7,3,0,0,6,15
pascal-siakam,8,POR,34,6,3,1,1,0,5,21
pascal-siakam,9,BOS,37,5,4,0,1,0,1,17
pascal-siakam,10,UTH,30,4,2,2,0,0,1,27
pat-connaughton,0,POR,14,1,0,1,1,0,2,0
pat-connaughton,1,DEN,16,1,3,1,0,1,0,7
pat-connaughton,2,NOR,20,3,4,1,1,0,1,5
pat-connaughton,3,CLE,14,0,0,0,0,0,2,6
pat-connaughton,4,CLE,17,1,0,0,2,0,1,6
pat-connaughton,5,DET,9,1,0,0,0,0,2,2
pat-connaughton,6,DET,14,4,1,1,0,0,1,10
pat-connaughton,7,CLE,14,1,1,0,0,1,0,8
pat-connaughton,8,SAC,33,3,2,0,0,0,3,5
pat-connaughton,9,GSW,22,2,2,0,1,1,1,3
pat-connaughton,10,BOS,21,1,3,0,0,0,3,2
patrick-baldwin,0,LAC,12,6,0,1,0,0,3,3
patrick-baldwin,1,UTH,1,0,0,0,0,0,0,0
patrick-baldwin,2,MIN,1,1,0,0,0,0,0,3
patrick-baldwin,3,SAS,12,2,0,1,0,1,4,7
patrick-baldwin,4,NYK,6,3,2,1,0,0,1,0
patrick-baldwin,5,DET,13,3,1,0,1,0,2,9
patrick-baldwin,6,ATL,18,9,0,2,0,1,5,8
patrick-baldwin,7,TOR,6,0,0,0,0,0,1,0
patrick-baldwin,8,GSW,7,1,0,0,0,0,0,0
patrick-baldwin,9,IND,3,1,0,1,0,0,0,2
patrick-baldwin,10,NOR,4,0,1,0,0,0,1,5
patrick-beverley,0,UTH,18,4,5,2,0,0,2,8
patrick-beverley,1,GSW,28,5,2,1,2,1,4,12
patrick-beverley,2,POR,30,1,5,2,1,0,2,14
patrick-beverley,3,DEN,37,4,11,4,0,2,3,17
patrick-beverley,4,IND,19,3,5,2,0,1,3,4
patrick-beverley,5,ORL,28,6,4,1,1,2,1,5
patrick-beverley,6,DEN,27,2,2,0,2,0,2,8
patrick-beverley,7,HOU,29,5,6,3,1,1,2,11
patrick-beverley,8,SAC,27,9,7,3,0,0,2,4
patrick-beverley,9,ATL,13,3,2,1,0,0,2,9
patrick-beverley,10,UTH,34,4,7,0,0,0,0,12
patrick-williams,0,LAL,24,6,2,2,0,2,5,6
patrick-williams,1,PHO,32,4,2,2,1,0,2,13
patrick-williams,2,MEM,27,5,0,2,2,1,4,15
patrick-williams,3,TOR,23,0,1,0,0,0,3,12
patrick-williams,4,GSW,29,3,7,2,1,0,3,9
patrick-williams,5,HOU,29,0,1,2,3,0,2,5
patrick-williams,6,CHA,23,5,0,2,1,1,1,8
patrick-williams,7,NYK,27,4,2,5,1,0,3,5
patrick-williams,8,PHI,11,1,0,1,0,0,1,3
patrick-williams,9,PHI,33,3,3,2,0,0,0,13
patrick-williams,10,IND,38,5,3,0,2,0,3,22
patty-mills,0,PHO,10,2,0,0,1,0,0,2
patty-mills,1,LAL,2,0,0,0,0,0,0,0
patty-mills,2,TOR,15,3,1,1,1,0,1,0
patty-mills,3,DAL,5,0,0,0,0,0,0,0
patty-mills,4,GSW,22,2,3,2,1,0,0,13
patty-mills,5,SAC,16,0,2,1,1,0,0,2
patty-mills,6,CLE,10,0,0,0,1,0,1,6
patty-mills,7,MIA,18,3,2,1,1,0,4,11
patty-mills,8,IND,15,1,0,0,1,0,1,2
patty-mills,9,PHI,6,0,0,0,0,0,2,0
patty-mills,10,WAS,8,2,0,0,0,0,0,0
paul-george,0,DET,27,4,7,0,3,1,3,18
paul-george,1,CLE,27,5,3,2,2,1,6,13
paul-george,2,BOS,22,6,1,1,2,0,2,17
paul-george,3,TOR,28,2,1,2,1,2,0,21
paul-george,4,LAL,30,5,3,4,0,1,2,17
paul-george,5,BKN,36,7,1,1,1,0,3,12
paul-george,6,OKC,34,7,5,0,3,0,2,38
paul-george,7,MIN,42,4,3,1,0,0,2,16
paul-george,8,MEM,35,3,1,4,2,0,3,37
paul-george,9,TOR,38,7,6,0,2,1,4,29
paul-george,10,PHO,31,7,0,1,1,0,2,25
paul-reed,0,UTH,28,10,4,1,1,2,2,7
paul-reed,1,GSW,10,1,0,0,0,0,1,0
paul-reed,2,POR,24,6,3,2,1,2,3,11
paul-reed,3,DEN,42,13,1,0,2,0,5,30
paul-reed,4,IND,17,6,1,1,3,0,2,7
paul-reed,5,SAS,14,8,0,0,1,1,4,6
paul-reed,6,CHA,11,8,0,0,0,0,0,2
paul-reed,7,ORL,15,5,0,1,0,0,4,2
paul-reed,8,DEN,9,2,0,0,0,2,1,2
paul-reed,9,HOU,17,4,2,1,0,1,0,7
paul-reed,10,SAC,24,8,2,0,2,3,4,8
payton-pritchard,0,LAL,21,0,1,1,0,1,1,8
payton-pritchard,1,IND,17,4,3,0,0,0,2,3
payton-pritchard,2,NOR,14,0,0,1,1,0,3,5
payton-pritchard,3,LAC,21,4,2,0,0,0,1,12
payton-pritchard,4,MIA,23,3,3,0,0,0,0,11
payton-pritchard,5,DAL,25,7,6,1,1,1,1,5
payton-pritchard,6,HOU,30,2,4,0,2,0,1,9
payton-pritchard,7,DEN,12,2,1,0,0,0,1,3
payton-pritchard,8,SAS,27,3,4,0,1,0,2,12
payton-pritchard,9,TOR,24,3,2,0,0,0,2,3
payton-pritchard,10,HOU,23,4,3,2,0,0,1,19
peyton-watson,0,POR,22,5,0,0,0,1,4,14
peyton-watson,1,OKC,21,4,1,2,2,1,4,9
peyton-watson,2,MIL,23,4,2,0,1,0,3,6
peyton-watson,3,PHI,21,3,3,0,1,1,1,9
peyton-watson,4,NYK,23,4,3,2,0,2,2,7
peyton-watson,5,IND,19,2,0,2,1,2,1,7
peyton-watson,6,WAS,13,3,2,2,0,3,0,2
peyton-watson,7,BOS,21,2,0,0,0,2,2,9
peyton-watson,8,PHI,11,1,2,0,0,0,0,5
peyton-watson,9,IND,14,3,0,0,1,0,3,0
peyton-watson,10,NOR,15,3,0,0,1,1,1,8
pj-tucker,0,DEN,6,0,1,0,2,0,1,0
pj-tucker,1,DAL,8,1,0,0,0,0,2,0
pj-tucker,2,NOR,22,2,3,0,1,0,4,0
pj-tucker,3,SAS,13,1,0,1,0,0,2,0
pj-tucker,4,SAS,16,5,0,0,0,0,2,0
pj-tucker,5,HOU,15,0,0,0,0,0,3,0
pj-tucker,6,DEN,21,5,0,1,0,0,1,6
pj-tucker,7,MEM,13,2,1,0,1,0,1,3
pj-tucker,8,DAL,6,1,0,0,0,0,2,0
pj-tucker,9,BKN,21,6,3,0,1,1,3,3
pj-tucker,10,NYK,11,1,0,0,1,0,1,2
pj-washington,0,OKC,26,6,1,5,2,0,3,5
pj-washington,1,CHI,36,8,1,3,0,1,3,26
pj-washington,2,NYK,35,2,2,1,0,1,0,16
pj-washington,3,UTH,36,2,3,2,2,0,1,43
pj-washington,4,HOU,29,2,2,2,0,3,1,12
pj-washington,5,DET,29,6,5,2,1,1,4,12
pj-washington,6,MIN,33,7,3,0,1,1,4,12
pj-washington,7,PHI,26,3,0,2,0,0,6,9
pj-washington,8,SAS,28,6,0,2,1,0,4,20
pj-washington,9,NOR,24,5,2,1,1,2,3,7
pj-washington,10,MIA,28,6,1,1,1,0,3,5
precious-achiuwa,0,IND,43,16,0,2,4,2,4,12
precious-achiuwa,1,UTH,40,5,1,0,0,2,3,18
precious-achiuwa,2,CHA,33,5,0,0,0,1,4,9
precious-achiuwa,3,MIA,31,10,1,0,1,2,2,4
precious-achiuwa,4,DEN,23,10,3,0,0,1,1,2
precious-achiuwa,5,BKN,21,9,2,0,0,0,1,6
precious-achiuwa,6,TOR,25,11,0,3,0,1,4,18
precious-achiuwa,7,WAS,9,1,0,0,1,0,1,2
precious-achiuwa,8,HOU,6,4,0,0,0,1,3,0
precious-achiuwa,9,ORL,20,5,1,1,0,1,0,6
precious-achiuwa,10,MEM,6,1,0,1,0,1,0,0
quentin-grimes,0,UTH,20,6,2,0,1,0,1,12
quentin-grimes,1,CHA,32,2,2,0,0,0,1,7
quentin-grimes,2,MIA,24,4,1,0,1,0,2,12
quentin-grimes,3,DEN,23,5,0,2,0,0,0,19
quentin-grimes,4,BKN,20,1,2,0,1,0,2,5
quentin-grimes,5,TOR,20,4,1,1,1,1,3,4
quentin-grimes,6,WAS,19,1,2,0,0,0,1,0
quentin-grimes,7,HOU,17,3,1,0,0,0,1,11
quentin-grimes,8,ORL,14,2,1,2,1,0,2,8
quentin-grimes,9,MEM,15,2,1,0,0,0,1,3
quentin-grimes,10,DAL,15,0,3,0,0,0,1,9
rayan-rupert,0,PHI,5,2,0,0,1,0,0,0
rayan-rupert,1,SAS,8,0,1,0,0,0,1,3
rayan-rupert,2,LAL,6,1,0,0,0,0,0,6
rayan-rupert,3,PHO,14,5,2,1,0,0,2,11
rayan-rupert,4,MIN,7,1,1,0,0,0,0,3
rayan-rupert,5,OKC,12,3,2,0,0,0,0,3
rayan-rupert,6,NYK,12,5,1,1,0,0,0,4
rayan-rupert,7,DAL,19,3,0,2,0,0,3,7
rayan-rupert,8,GSW,5,0,2,0,0,0,0,0
rayan-rupert,9,UTH,6,0,0,0,0,0,0,0
rayan-rupert,10,PHO,2,0,1,0,1,0,0,0
reggie-bullock,0,TOR,10,1,1,0,1,0,0,3
reggie-bullock,1,CHA,8,0,0,1,1,0,0,5
reggie-bullock,2,BOS,8,3,1,0,0,1,1,3
reggie-bullock,3,DET,21,4,1,1,1,0,0,3
reggie-bullock,4,MIN,8,1,0,0,0,0,1,5
reggie-bullock,5,BKN,8,1,1,0,0,0,0,0
reggie-bullock,6,DET,14,2,2,1,0,0,0,7
reggie-bullock,7,PHO,7,0,1,0,0,0,0,0
reggie-bullock,8,MEM,4,0,0,0,0,0,0,0
reggie-bullock,9,MEM,6,0,0,0,0,0,0,6
reggie-bullock,10,OKC,6,0,0,0,0,0,0,3
reggie-jackson,0,POR,24,0,3,0,0,0,3,13
reggie-jackson,1,OKC,30,4,3,1,0,1,2,16
reggie-jackson,2,MIL,20,2,5,0,0,0,4,9
reggie-jackson,3,PHI,18,3,0,0,0,0,0,3
reggie-jackson,4,NYK,24,1,3,0,0,0,2,2
reggie-jackson,5,IND,24,2,2,2,2,1,3,13
reggie-jackson,6,WAS,21,1,3,0,0,0,1,3
reggie-jackson,7,BOS,21,2,2,2,0,0,0,4
reggie-jackson,8,PHI,20,2,2,1,1,0,0,10
reggie-jackson,9,IND,23,0,4,3,1,0,1,9
reggie-jackson,10,NOR,24,2,0,3,1,0,1,12
richaun-holmes,0,MIN,30,10,3,0,0,2,4,11
richaun-holmes,1,ORL,3,1,0,1,0,0,2,4
richaun-holmes,2,SAC,8,0,0,1,1,0,3,0
richaun-holmes,3,ATL,14,3,1,0,0,1,2,4
richaun-holmes,4,PHO,5,2,0,0,0,0,0,4
richaun-holmes,5,MEM,3,1,1,0,0,0,0,0
richaun-holmes,6,UTH,7,1,0,0,0,0,0,2
richaun-holmes,7,HOU,22,8,1,1,1,0,2,16
richaun-holmes,8,DEN,7,5,0,0,0,0,0,2
richaun-holmes,9,MIN,3,0,0,0,0,0,0,0
richaun-holmes,10,LAL,15,7,2,2,0,0,3,4
ricky-council-iv,0,GSW,2,0,0,0,0,0,0,2
ricky-council-iv,1,POR,9,2,0,0,1,0,0,8
ricky-council-iv,2,IND,12,1,0,0,1,0,0,11
ricky-council-iv,3,SAS,1,0,0,0,0,0,0,0
ricky-council-iv,4,CHA,0,0,0,0,0,0,0,0
ricky-council-iv,5,ORL,2,0,0,0,0,0,1,1
ricky-council-iv,6,CHI,6,0,0,0,0,0,0,0
rj-barrett,0,LAC,36,6,4,3,1,0,1,22
rj-barrett,1,MEM,37,9,1,2,0,1,3,29
rj-barrett,2,NYK,29,8,4,0,1,0,2,20
rj-barrett,3,CHI,35,4,6,1,1,0,2,17
rj-barrett,4,MIA,36,8,3,0,0,0,1,26
rj-barrett,5,BOS,36,9,4,0,0,0,4,24
rj-barrett,6,UTH,30,7,2,2,1,3,4,4
rj-barrett,7,LAC,37,5,4,4,0,0,4,24
rj-barrett,8,LAL,35,10,5,3,2,0,4,23
rj-barrett,9,GSW,36,6,6,0,1,0,3,37
