PLAYER,GAME,OPP,MIN,REB,AST,TO,STL,BLK,PF,PTS
deandre-hunter,8,CLE,26,4,2,0,0,0,4,18
deandre-hunter,9,BOS,40,4,2,2,1,1,4,24
deandre-hunter,10,WAS,31,4,0,2,2,0,4,20
deandre-jordan,0,POR,5,1,0,0,0,0,1,2
deandre-jordan,1,MIL,8,2,0,0,0,1,2,5
deandre-jordan,2,PHI,11,6,0,0,0,1,2,2
deandre-jordan,3,NYK,11,5,0,0,0,0,0,0
deandre-jordan,4,IND,11,3,1,1,0,1,2,2
deandre-jordan,5,WAS,7,4,0,1,0,0,1,3
deandre-jordan,6,PHI,10,1,0,0,0,0,3,4
deandre-jordan,7,IND,7,2,1,2,0,0,4,0
deandre-jordan,8,NOR,14,7,1,0,0,1,1,6
deandre-jordan,9,UTH,8,5,0,0,0,1,0,5
deandre-jordan,10,DET,21,7,1,3,0,1,5,9
deanthony-melton,0,SAC,25,4,3,1,1,0,3,6
deanthony-melton,1,ATL,21,3,2,1,0,0,0,10
deanthony-melton,2,CHI,26,3,0,0,4,0,4,9
deanthony-melton,3,HOU,36,3,2,2,1,0,1,15
deanthony-melton,4,ORL,37,5,1,1,2,0,3,22
deanthony-melton,5,MIA,37,7,5,0,4,1,2,15
deanthony-melton,6,MIN,16,3,2,1,0,0,1,4
deanthony-melton,7,CHI,29,4,2,0,3,1,0,6
deanthony-melton,8,CHA,25,2,2,1,4,0,2,6
deanthony-melton,9,DET,23,3,1,0,1,1,4,4
deanthony-melton,10,DET,21,6,1,0,1,2,4,10
dejounte-murray,0,PHO,39,8,5,1,1,0,2,22
dejounte-murray,1,LAL,33,4,9,3,2,0,1,24
dejounte-murray,2,DAL,37,5,7,3,0,0,3,22
dejounte-murray,3,GSW,33,7,7,2,1,0,2,23
dejounte-murray,4,SAC,40,10,6,4,0,1,1,35
dejounte-murray,5,CLE,35,9,5,2,1,0,2,24
dejounte-murray,6,MIA,40,3,11,2,2,0,2,22
dejounte-murray,7,ORL,36,5,5,5,2,0,1,26
dejounte-murray,8,SAS,33,13,0,2,0,1,3,13
dejounte-murray,9,WAS,31,5,3,2,0,0,1,13
dejounte-murray,10,IND,32,4,4,3,3,0,2,29
delon-wright,0,MIA,6,2,1,0,0,1,0,3
delon-wright,1,LAC,14,0,0,0,0,0,1,4
delon-wright,2,SAS,9,2,1,0,0,0,0,5
delon-wright,3,DET,11,2,3,0,1,0,0,2
delon-wright,4,UTH,5,1,1,0,0,0,0,0
delon-wright,5,MIN,9,0,3,0,0,0,1,4
delon-wright,6,DEN,17,2,0,0,1,1,1,6
delon-wright,7,SAS,20,4,4,0,3,1,0,6
delon-wright,8,NYK,11,2,1,0,1,0,1,5
delon-wright,9,DET,16,1,4,0,1,0,2,5
delon-wright,10,ATL,22,2,4,0,2,1,1,8
demar-derozan,0,CHA,38,4,3,2,0,1,2,15
demar-derozan,1,TOR,42,2,5,5,3,4,1,25
demar-derozan,2,POR,40,7,6,0,1,0,2,20
demar-derozan,3,LAL,41,2,10,3,2,0,2,32
demar-derozan,4,PHO,40,5,3,2,1,0,3,21
demar-derozan,5,MEM,37,4,8,1,1,1,0,18
demar-derozan,6,TOR,38,7,6,2,1,0,2,24
demar-derozan,7,CLE,38,6,3,2,2,1,3,6
demar-derozan,8,SAS,34,4,4,0,0,0,1,20
demar-derozan,9,GSW,41,7,5,1,0,0,5,39
demar-derozan,10,HOU,43,4,4,1,0,0,2,19
deni-avdija,0,MIA,35,8,2,3,0,0,5,15
deni-avdija,1,LAC,26,5,3,2,1,1,2,13
deni-avdija,2,SAS,25,8,5,3,1,1,3,9
deni-avdija,3,DET,24,5,2,0,0,1,3,10
deni-avdija,4,UTH,27,6,5,3,1,1,1,13
deni-avdija,5,MIN,38,6,6,2,0,0,3,24
deni-avdija,6,DEN,18,8,3,2,0,1,1,4
deni-avdija,7,SAS,32,7,4,1,1,0,2,16
deni-avdija,8,NYK,26,8,1,2,0,0,6,15
deni-avdija,9,DET,28,2,4,3,0,2,1,12
deni-avdija,10,ATL,37,14,9,3,1,1,5,19
dennis-schroder,0,HOU,22,2,1,1,1,0,1,8
dennis-schroder,1,CHI,34,3,10,6,2,1,2,16
dennis-schroder,2,ATL,29,3,6,4,4,0,6,14
dennis-schroder,3,LAC,28,4,5,1,2,1,2,13
dennis-schroder,4,MEM,22,2,3,2,1,0,1,11
dennis-schroder,5,NYK,23,1,3,0,0,0,1,2
dennis-schroder,6,CHI,26,0,5,0,0,0,1,7
dennis-schroder,7,MIA,27,1,6,1,1,0,1,9
dennis-schroder,8,BOS,33,7,2,2,0,0,4,13
dennis-schroder,9,UTH,23,0,4,1,1,0,2,12
dennis-schroder,10,LAC,34,1,4,2,0,0,1,22
dennis-smith-jr,0,PHO,19,5,2,0,1,0,2,4
dennis-smith-jr,1,UTH,15,2,5,1,2,0,2,12
dennis-smith-jr,2,HOU,18,3,4,1,2,0,2,5
dennis-smith-jr,3,MIN,16,2,2,1,0,0,1,0
dennis-smith-jr,4,NYK,29,5,5,5,2,1,5,8
dennis-smith-jr,5,LAC,18,3,1,2,0,0,2,13
dennis-smith-jr,6,LAL,17,2,5,2,3,0,2,11
dennis-smith-jr,7,POR,14,3,2,1,2,0,1,2
dennis-smith-jr,8,MIA,32,5,5,2,4,1,2,8
dennis-smith-jr,9,CLE,23,4,5,1,0,1,1,2
dennis-smith-jr,10,POR,29,2,10,1,2,1,6,10
dereck-lively-ii,0,ORL,41,11,1,2,1,1,5,20
dereck-lively-ii,1,SAC,31,9,0,1,1,0,5,13
dereck-lively-ii,2,ATL,28,11,4,1,1,4,5,9
dereck-lively-ii,3,PHO,25,2,1,0,1,1,2,8
dereck-lively-ii,4,BOS,25,8,1,1,0,2,2,6
dereck-lively-ii,5,LAL,28,11,2,2,1,0,2,16
dereck-lively-ii,6,NOR,26,12,1,2,0,0,4,6
dereck-lively-ii,7,POR,19,4,4,0,2,3,1,0
dereck-lively-ii,8,UTH,25,6,2,0,1,1,1,10
dereck-lively-ii,9,GSW,35,14,1,1,0,0,2,12
dereck-lively-ii,10,MIN,15,4,2,2,0,0,5,2
dereon-seabron,0,DAL,2,0,0,0,1,0,0,0
dereon-seabron,1,DAL,8,3,2,0,0,1,2,3
dereon-seabron,2,HOU,12,1,0,0,1,0,0,0
dereon-seabron,3,MIN,17,3,1,0,0,0,1,9
dereon-seabron,4,DET,13,0,1,0,0,0,1,2
derrick-jones,0,ATL,18,1,1,1,0,0,3,2
derrick-jones,1,PHO,24,2,1,3,0,0,3,6
derrick-jones,2,BOS,25,2,3,1,0,0,1,5
derrick-jones,3,LAL,27,1,0,0,0,1,2,8
derrick-jones,4,NOR,28,4,1,1,0,0,4,24
derrick-jones,5,NYK,35,4,1,1,0,1,2,9
derrick-jones,6,MEM,36,4,2,0,0,1,1,11
derrick-jones,7,MIN,35,10,1,1,1,3,2,12
derrick-jones,8,POR,20,3,0,3,3,0,4,12
derrick-jones,9,POR,23,0,1,1,2,2,2,5
derrick-jones,10,UTH,24,3,0,2,1,1,1,6
derrick-rose,0,GSW,16,1,4,0,0,0,1,12
derrick-rose,1,SAS,9,0,2,0,0,0,0,4
derrick-rose,2,SAC,12,0,3,1,0,0,0,2
derrick-rose,3,HOU,9,1,2,0,0,0,0,3
derrick-rose,4,HOU,31,4,6,1,0,1,4,19
derrick-rose,5,DAL,17,3,4,2,0,0,1,7
derrick-rose,6,MIN,22,1,7,1,0,0,1,6
derrick-rose,7,DET,15,1,2,5,2,0,1,4
derrick-rose,8,DAL,20,2,3,1,1,0,3,6
derrick-rose,9,UTH,27,4,9,1,0,0,2,14
derrick-rose,10,MIN,20,2,4,1,1,0,2,12
derrick-white,0,LAL,33,4,6,2,0,2,3,9
derrick-white,1,IND,35,2,5,0,1,1,2,24
derrick-white,2,NOR,35,1,4,1,1,1,2,17
derrick-white,3,LAC,24,2,2,1,0,3,2,2
derrick-white,4,MIA,29,6,6,1,0,2,0,15
derrick-white,5,DAL,34,4,1,1,2,1,3,6
derrick-white,6,HOU,36,11,3,3,0,2,2,21
derrick-white,7,DEN,36,3,5,1,2,1,3,24
derrick-white,8,TOR,37,2,1,3,0,0,1,22
derrick-white,9,HOU,25,3,5,0,2,0,1,13
derrick-white,10,MIL,18,1,0,0,0,0,0,2
desmond-bane,0,LAC,23,1,3,0,1,0,3,15
desmond-bane,1,DAL,39,9,4,2,0,0,3,32
desmond-bane,2,PHO,37,5,5,3,1,1,3,23
desmond-bane,3,LAL,37,5,13,3,1,0,2,24
desmond-bane,4,TOR,38,4,8,0,0,0,4,22
desmond-bane,5,SAS,34,3,2,3,0,0,1,24
desmond-bane,6,SAC,35,7,6,2,0,0,2,17
desmond-bane,7,LAC,37,7,5,2,2,0,3,18
desmond-bane,8,DEN,25,1,2,2,1,0,3,23
desmond-bane,9,NOR,40,5,7,1,0,1,5,27
desmond-bane,10,ATL,36,6,6,2,1,1,0,37
devin-booker,0,ATL,38,6,4,2,1,0,4,24
devin-booker,1,BKN,36,3,8,2,2,1,5,22
devin-booker,2,MIA,41,8,7,0,1,1,2,22
devin-booker,3,ORL,36,4,3,4,1,2,3,44
devin-booker,4,IND,38,5,4,4,1,2,2,62
devin-booker,5,DAL,35,7,3,2,2,0,0,46
devin-booker,6,CHI,41,4,5,2,1,0,2,16
devin-booker,7,IND,36,6,8,2,2,0,2,26
devin-booker,8,NOR,37,4,5,1,0,0,0,52
devin-booker,9,SAC,38,4,11,2,0,0,4,16
devin-booker,10,POR,39,6,7,0,0,0,2,34
devin-vassell,0,NOR,36,3,3,2,0,1,0,28
devin-vassell,1,ORL,37,4,4,1,0,1,1,26
devin-vassell,2,WAS,35,5,4,5,0,1,1,24
devin-vassell,3,MIN,36,4,5,2,2,0,2,25
devin-vassell,4,POR,32,4,2,1,0,0,1,15
devin-vassell,5,OKC,34,5,7,0,0,1,1,21
devin-vassell,6,PHI,38,4,9,1,0,0,3,22
devin-vassell,7,WAS,34,5,5,4,1,0,1,21
devin-vassell,8,CHA,36,5,7,2,2,0,1,17
devin-vassell,9,BOS,32,2,3,1,1,0,1,21
devin-vassell,10,ATL,30,4,4,0,0,1,0,4
devonte-graham,0,OKC,5,2,0,0,0,0,0,3
devonte-graham,1,BOS,5,1,0,0,0,0,0,0
devonte-graham,2,CHA,10,0,2,0,1,0,1,8
devonte-graham,3,BOS,8,2,1,1,0,0,0,9
devonte-graham,4,DAL,8,5,0,0,0,0,0,0
devonte-graham,5,NOR,7,0,2,0,0,0,1,7
devonte-graham,6,LAL,10,1,3,0,0,0,0,0
devonte-graham,7,DEN,7,0,3,0,0,0,0,2
devonte-graham,8,OKC,17,1,7,2,0,0,2,4
devonte-graham,9,IND,12,1,1,0,2,1,0,2
dexter-dennis,0,SAS,6,2,0,3,0,1,1,0
dexter-dennis,1,HOU,17,5,4,0,0,0,0,18
dexter-dennis,2,OKC,3,2,0,0,0,0,0,0
dexter-dennis,3,MEM,4,0,0,0,0,0,0,4
dillon-brooks,0,TOR,24,5,0,0,0,1,1,6
dillon-brooks,1,NOR,31,3,1,0,0,0,4,13
dillon-brooks,2,LAL,28,3,1,1,1,0,5,17
dillon-brooks,3,BKN,39,5,2,2,1,0,6,19
dillon-brooks,4,CHA,25,0,1,0,0,1,3,12
dillon-brooks,5,POR,32,4,4,3,0,0,3,14
dillon-brooks,6,BOS,40,5,1,0,4,0,5,25
dillon-brooks,7,UTH,35,5,1,0,0,0,2,7
dillon-brooks,8,NYK,40,1,0,1,1,1,3,11
dillon-brooks,9,PHI,31,6,0,0,2,0,2,18
dillon-brooks,10,BOS,25,1,0,0,1,0,4,12
dmoi-hodge,0,SAS,8,0,3,0,0,0,0,5
dmoi-hodge,1,OKC,4,0,0,0,0,0,0,0
dmoi-hodge,2,DET,5,0,0,0,1,0,1,3
dmoi-hodge,3,PHI,8,0,1,0,0,0,1,3
dmoi-hodge,4,SAC,1,0,0,0,0,0,0,0
dmoi-hodge,5,HOU,10,0,1,1,0,1,1,3
dmoi-hodge,6,ORL,4,0,0,0,0,0,1,0
domantas-sabonis,0,IND,35,11,7,4,2,1,3,26
domantas-sabonis,1,MIA,38,17,13,1,1,1,0,19
domantas-sabonis,2,MEM,38,26,5,3,0,0,3,20
domantas-sabonis,3,DAL,36,11,4,6,0,0,6,17
domantas-sabonis,4,GSW,35,8,13,3,0,1,5,18
domantas-sabonis,5,ATL,38,21,6,4,2,0,4,14
domantas-sabonis,6,IND,38,11,10,3,0,1,5,21
domantas-sabonis,7,PHO,39,12,11,2,0,1,2,21
domantas-sabonis,8,MIL,45,13,15,3,1,1,3,21
domantas-sabonis,9,PHI,33,12,5,4,0,0,3,14
domantas-sabonis,10,CHA,28,10,7,2,0,1,2,24
dominick-barlow,0,ORL,18,5,0,0,1,1,1,7
dominick-barlow,1,WAS,14,2,5,1,0,0,6,4
dominick-barlow,2,MIN,18,4,1,0,0,1,1,9
dominick-barlow,3,CHA,19,4,2,1,0,1,0,12
dominick-barlow,4,BOS,21,4,0,0,0,0,1,5
dominick-barlow,5,ATL,17,7,1,0,1,0,2,4
dominick-barlow,6,CHI,22,6,3,0,1,1,1,5
dominick-barlow,7,CHA,17,6,1,0,0,3,2,5
dominick-barlow,8,DET,24,8,4,0,0,2,3,11
dominick-barlow,9,CLE,22,6,2,1,1,1,3,6
dominick-barlow,10,MIL,15,1,4,0,1,2,1,6
donovan-mitchell,0,MEM,33,4,7,4,0,0,3,25
donovan-mitchell,1,DET,35,6,8,2,2,1,2,45
donovan-mitchell,2,LAC,39,4,12,2,2,1,3,28
donovan-mitchell,3,MIL,37,8,6,5,1,1,2,32
donovan-mitchell,4,MIL,39,7,8,6,1,0,5,23
donovan-mitchell,5,ORL,30,3,13,3,4,0,3,25
donovan-mitchell,6,ATL,36,6,8,1,0,1,3,18
donovan-mitchell,7,MIL,26,5,7,1,3,0,1,31
donovan-mitchell,8,CHI,37,3,7,2,2,0,0,34
donovan-mitchell,9,BKN,41,12,6,7,4,0,1,45
donovan-mitchell,10,SAS,37,2,9,4,1,0,1,17
donte-divincenzo,0,IND,38,2,3,1,2,0,1,20
donte-divincenzo,1,UTH,39,5,4,0,4,1,3,33
donte-divincenzo,2,CHA,42,6,5,2,0,1,3,28
donte-divincenzo,3,MIA,20,1,2,0,1,0,1,11
donte-divincenzo,4,DEN,26,3,6,0,1,0,2,16
donte-divincenzo,5,BKN,25,5,0,3,1,0,0,11
donte-divincenzo,6,TOR,20,3,1,0,1,0,1,17
donte-divincenzo,7,WAS,38,3,3,3,0,1,4,19
donte-divincenzo,8,HOU,19,2,5,2,0,0,1,5
donte-divincenzo,9,ORL,24,6,4,0,0,1,2,15
donte-divincenzo,10,MEM,33,3,4,2,4,0,2,13
dorian-finney-smith,0,HOU,31,7,3,3,2,2,2,19
dorian-finney-smith,1,MIN,36,2,2,0,0,0,2,8
dorian-finney-smith,2,NYK,37,2,7,2,1,1,3,5
dorian-finney-smith,3,LAC,27,9,0,1,0,1,2,0
dorian-finney-smith,4,LAL,28,4,1,0,1,2,4,3
dorian-finney-smith,5,POR,32,5,1,1,2,0,1,7
dorian-finney-smith,6,MIA,28,7,2,0,0,2,0,5
dorian-finney-smith,7,CLE,14,0,0,1,0,1,3,0
dorian-finney-smith,8,POR,36,5,2,1,1,0,3,9
dorian-finney-smith,9,OKC,22,3,2,0,1,1,4,9
dorian-finney-smith,10,HOU,20,2,2,2,0,1,2,9
doug-mcdermott,0,NOR,12,2,0,0,0,0,0,6
doug-mcdermott,1,ORL,12,1,0,1,0,0,0,2
doug-mcdermott,2,WAS,10,1,1,0,0,0,2,6
doug-mcdermott,3,MIN,17,1,1,0,0,0,0,9
doug-mcdermott,4,POR,14,0,2,0,0,0,1,0
doug-mcdermott,5,OKC,17,1,3,3,0,0,1,8
doug-mcdermott,6,PHI,22,5,0,2,0,0,1,13
doug-mcdermott,7,WAS,10,0,1,0,0,0,2,3
doug-mcdermott,8,CHA,9,0,2,1,1,0,0,0
doug-mcdermott,9,BOS,12,0,1,0,0,0,1,2
doug-mcdermott,10,ATL,15,1,0,0,0,0,1,6
draymond-green,0,MEM,28,12,6,4,0,3,4,9
draymond-green,1,PHI,29,6,6,2,0,1,3,9
draymond-green,2,LAL,46,14,11,2,3,2,5,8
draymond-green,3,SAC,31,4,11,2,3,1,3,5
draymond-green,4,ATL,23,5,3,2,2,1,3,12
draymond-green,5,MEM,24,7,4,3,1,0,4,7
draymond-green,6,PHO,17,2,2,3,0,0,3,2
draymond-green,7,OKC,35,5,13,4,0,1,6,12
draymond-green,8,POR,31,10,9,4,0,2,3,10
draymond-green,9,LAC,32,9,4,3,0,1,2,21
draymond-green,10,LAC,29,5,5,2,0,0,5,13
drew-eubanks,0,ATL,17,4,1,1,0,0,1,6
drew-eubanks,1,BKN,18,6,2,0,0,1,1,6
drew-eubanks,2,MIA,21,5,1,0,0,1,2,11
drew-eubanks,3,ORL,29,8,3,2,1,1,3,4
drew-eubanks,4,IND,16,5,1,1,0,0,1,8
drew-eubanks,5,DAL,9,0,0,1,0,0,1,2
drew-eubanks,6,CHI,22,8,4,0,0,0,3,10
drew-eubanks,7,IND,11,2,0,1,0,0,2,3
drew-eubanks,8,SAC,10,4,0,0,1,0,0,3
drew-eubanks,9,POR,4,1,0,0,0,0,0,0
drew-eubanks,10,LAC,16,4,0,0,0,2,2,0
drew-peterson,0,LAC,3,0,1,0,0,0,1,3
dru-smith,0,CLE,1,0,0,0,0,0,1,0
dru-smith,1,CHI,2,1,0,0,1,0,0,0
dru-smith,2,CHA,3,0,0,0,0,0,2,0
dru-smith,3,SAS,27,4,3,1,0,0,2,12
dru-smith,4,ATL,28,2,2,2,3,1,3,9
dru-smith,5,MEM,15,4,1,0,1,1,0,2
dru-smith,6,MIN,22,1,4,1,1,0,1,5
dru-smith,7,BOS,23,2,3,1,3,1,2,9
dru-smith,8,DET,9,0,1,0,0,0,1,2
duncan-robinson,0,PHO,4,0,0,0,0,0,2,0
duncan-robinson,1,NYK,26,1,3,3,1,0,4,19
duncan-robinson,2,BOS,20,0,2,0,0,0,3,5
duncan-robinson,3,MEM,16,3,0,2,0,0,4,7
duncan-robinson,4,ORL,21,1,1,2,2,0,2,6
duncan-robinson,5,ATL,22,2,1,2,0,0,0,14
duncan-robinson,6,TOR,21,3,1,2,0,0,0,14
duncan-robinson,7,BKN,22,2,2,2,1,1,1,0
duncan-robinson,8,CHA,30,4,5,2,1,1,2,19
duncan-robinson,9,ORL,41,4,3,3,1,0,1,23
duncan-robinson,10,OKC,25,1,1,1,2,0,0,3
duop-reath,0,DEN,21,4,1,1,1,1,3,10
duop-reath,1,MIL,13,4,1,1,1,0,3,10
duop-reath,2,PHI,12,1,1,0,0,0,5,5
duop-reath,3,CHI,11,3,0,0,0,0,2,3
duop-reath,4,SAS,13,3,0,0,0,0,2,3
duop-reath,5,HOU,12,2,2,0,0,0,0,9
duop-reath,6,OKC,21,4,3,2,1,1,3,10
duop-reath,7,LAL,22,3,4,1,0,1,3,16
duop-reath,8,IND,18,5,2,0,0,2,4,3
duop-reath,9,BKN,25,7,3,1,0,0,4,17
duop-reath,10,PHO,39,6,1,2,2,1,4,17
dwight-powell,0,MIN,14,2,3,4,0,0,3,1
dwight-powell,1,ORL,1,0,0,1,0,0,0,0
dwight-powell,2,LAL,7,4,0,1,0,0,1,1
dwight-powell,3,NOR,16,4,2,0,0,2,5,4
dwight-powell,4,NOR,34,9,8,1,3,0,5,2
dwight-powell,5,NYK,28,9,2,0,1,0,5,4
dwight-powell,6,MEM,22,4,3,2,2,1,3,4
dwight-powell,7,MIN,28,6,4,0,1,0,4,9
dwight-powell,8,POR,26,9,3,2,1,1,0,6
dwight-powell,9,POR,13,3,2,1,0,0,2,5
dwight-powell,10,UTH,10,4,1,0,2,0,1,4
dylan-windler,0,BOS,1,1,0,0,0,0,0,0
dylan-windler,1,ATL,3,1,1,0,0,0,0,6
dylan-windler,2,PHO,5,0,1,0,0,0,1,3
dylan-windler,3,SAS,1,0,0,0,0,0,0,0
dylan-windler,4,CLE,3,1,0,0,0,0,0,0
dylan-windler,5,NOR,3,0,1,0,0,0,1,3
dyson-daniels,0,SAS,21,6,5,1,3,0,1,2
dyson-daniels,1,HOU,24,2,3,2,1,0,2,9
dyson-daniels,2,BOS,14,3,0,0,1,2,0,0
dyson-daniels,3,MIL,18,2,3,2,1,1,1,0
dyson-daniels,4,OKC,17,1,0,4,0,1,0,5
dyson-daniels,5,UTH,17,5,3,0,1,0,2,0
dyson-daniels,6,PHO,11,3,1,1,2,0,2,2
dyson-daniels,7,CHA,13,2,1,2,0,0,1,0
dyson-daniels,8,DAL,19,3,2,0,0,0,3,2
dyson-daniels,9,DAL,38,6,7,2,0,0,2,10
dyson-daniels,10,DEN,15,4,3,0,3,0,0,2
ej-liddell,0,MIL,3,2,0,0,0,0,0,0
ej-liddell,1,OKC,3,0,0,0,2,0,0,0
ej-liddell,2,DEN,2,1,1,0,0,0,0,0
ej-liddell,3,GSW,3,0,0,0,0,0,0,0
ej-liddell,4,SAC,4,0,0,1,0,1,1,0
ej-liddell,5,MIN,5,0,0,1,0,1,1,4
ej-liddell,6,ATL,1,0,0,0,0,0,0,0
ej-liddell,7,NYK,2,2,0,0,0,0,0,0
emoni-bates,0,DAL,6,1,3,0,0,0,2,0
emoni-bates,1,CHI,9,0,0,0,0,1,0,3
emoni-bates,2,NOR,9,0,1,0,0,0,1,3
emoni-bates,3,MIA,16,1,1,0,1,0,1,3
emoni-bates,4,DEN,4,1,0,0,0,0,0,0
emoni-bates,5,DET,1,0,0,0,0,0,0,0
emoni-bates,6,POR,2,1,0,0,0,0,0,0
emoni-bates,7,GSW,1,0,0,0,0,0,0,0
emoni-bates,8,NYK,23,6,1,1,0,1,1,9
emoni-bates,9,IND,7,0,0,0,0,0,0,0
eric-gordon,0,ATL,28,3,1,2,1,0,1,6
eric-gordon,1,BKN,32,2,4,0,1,0,1,17
eric-gordon,2,MIA,34,4,5,3,2,2,2,23
eric-gordon,3,ORL,22,1,1,2,0,0,1,9
eric-gordon,4,IND,30,2,2,2,1,0,0,14
eric-gordon,5,IND,30,3,2,2,0,1,2,4
eric-gordon,6,NOR,26,2,0,0,2,0,2,5
eric-gordon,7,SAC,24,3,2,2,2,0,0,13
eric-gordon,8,POR,24,2,4,0,1,0,0,3
eric-gordon,9,LAL,23,3,0,0,0,0,0,5
eric-gordon,10,LAC,25,1,2,1,0,0,1,12
eugene-omoruyi,0,NYK,3,1,1,0,0,0,1,0
eugene-omoruyi,1,CLE,7,1,0,0,1,0,2,8
eugene-omoruyi,2,CLE,7,1,0,0,0,0,2,2
eugene-omoruyi,3,TOR,6,1,2,1,2,0,2,7
eugene-omoruyi,4,SAC,5,2,0,0,0,0,1,2
eugene-omoruyi,5,PHO,0,0,0,0,0,0,0,0
eugene-omoruyi,6,PHI,2,0,0,0,0,0,1,0
eugene-omoruyi,7,BKN,4,1,0,2,1,0,1,3
eugene-omoruyi,8,ORL,10,1,1,0,1,0,3,10
eugene-omoruyi,9,DET,2,2,0,0,0,0,0,3
eugene-omoruyi,10,ATL,12,3,1,0,1,0,1,10
evan-fournier,0,WAS,6,1,0,0,0,0,2,0
evan-fournier,1,IND,17,2,2,1,3,0,0,10
evan-fournier,2,WAS,16,1,1,0,1,0,2,2
evan-mobley,0,DET,22,3,4,0,1,0,2,8
evan-mobley,1,LAC,21,9,0,3,1,0,3,10
evan-mobley,2,ORL,37,5,2,4,1,1,5,16
evan-mobley,3,DET,36,11,1,2,0,0,3,6
evan-mobley,4,POR,34,8,3,3,2,0,1,20
evan-mobley,5,ATL,34,19,1,1,0,7,4,17
evan-mobley,6,TOR,38,14,1,3,0,2,3,12
evan-mobley,7,LAL,36,6,6,2,4,1,3,18
evan-mobley,8,MIA,25,10,2,2,0,0,0,13
evan-mobley,9,PHI,38,12,3,4,0,1,4,18
evan-mobley,10,DEN,32,10,5,2,0,2,3,16
filip-petrusev,0,NOR,6,0,0,0,0,0,1,3
filip-petrusev,1,LAL,0,0,0,0,0,0,0,0
filip-petrusev,2,POR,3,1,0,0,0,0,0,0
frank-ntilikina,0,CHI,10,3,3,0,0,0,0,0
frank-ntilikina,1,NYK,11,2,0,0,0,0,3,0
frank-ntilikina,2,HOU,9,0,0,0,0,0,0,5
frank-ntilikina,3,DET,9,0,0,0,0,0,1,0
frank-ntilikina,4,NOR,4,1,1,1,0,0,0,0
franz-wagner,0,MIN,35,4,5,1,2,1,3,19
franz-wagner,1,SAS,33,8,5,6,1,0,4,20
franz-wagner,2,DAL,32,5,6,0,1,0,5,21
franz-wagner,3,PHO,31,8,7,2,1,0,2,11
franz-wagner,4,MEM,38,5,4,5,1,1,1,18
franz-wagner,5,CLE,24,3,2,3,0,0,2,17
franz-wagner,6,MIA,28,2,5,0,0,0,2,19
franz-wagner,7,SAC,5,2,1,0,0,0,0,6
franz-wagner,8,GSW,37,6,3,4,2,0,4,25
franz-wagner,9,PHO,39,7,6,2,0,1,4,27
franz-wagner,10,NYK,39,9,2,4,4,1,1,32
fred-vanvleet,0,TOR,25,2,6,1,0,1,3,10
fred-vanvleet,1,NOR,37,3,5,0,2,0,1,16
fred-vanvleet,2,LAL,37,4,14,2,2,0,3,3
fred-vanvleet,3,BKN,39,4,8,4,1,0,5,13
fred-vanvleet,4,CHA,30,3,3,0,1,6,3,14
fred-vanvleet,5,POR,46,6,7,2,3,3,1,18
fred-vanvleet,6,UTH,34,5,7,2,1,3,6,18
fred-vanvleet,7,NYK,41,3,12,1,1,0,3,24
fred-vanvleet,8,PHI,33,1,5,1,0,2,4,8
fred-vanvleet,9,BOS,23,1,7,0,0,1,2,5
fred-vanvleet,10,DET,43,4,12,0,2,2,5,20
furkan-korkmaz,0,UTH,13,2,2,0,0,0,1,5
furkan-korkmaz,1,GSW,22,2,3,0,0,0,1,19
furkan-korkmaz,2,POR,10,0,1,1,0,0,2,2
furkan-korkmaz,3,DEN,9,1,3,0,1,0,0,3
furkan-korkmaz,4,IND,13,1,2,0,1,0,0,2
furkan-korkmaz,5,SAS,13,1,1,0,0,1,1,0
furkan-korkmaz,6,CHA,16,4,1,1,0,0,1,2
furkan-korkmaz,7,ORL,2,0,1,0,0,0,0,0
furkan-korkmaz,8,DEN,4,0,0,0,0,0,0,0
furkan-korkmaz,9,HOU,6,0,0,0,0,0,0,2
furkan-korkmaz,10,SAC,3,0,0,0,1,0,0,3
gabe-vincent,0,CHI,14,1,3,0,0,0,2,3
gabe-vincent,1,ORL,25,0,2,0,1,0,2,9
gabe-vincent,2,SAC,32,0,2,0,1,0,4,2
gabe-vincent,3,PHO,35,3,6,0,3,0,1,7
gabe-vincent,4,DEN,22,1,2,2,1,0,3,6
garrett-temple,0,HOU,4,0,0,0,0,0,0,0
garrett-temple,1,CHI,3,1,0,0,0,0,1,0
garrett-temple,2,LAC,2,1,0,1,0,0,0,0
garrett-temple,3,NYK,4,2,0,0,0,0,0,2
garrett-temple,4,MIA,2,1,0,0,1,0,0,0
garrett-temple,5,UTH,8,1,2,1,0,0,1,0
garrett-temple,6,LAC,8,2,1,0,0,0,2,3
garrett-temple,7,GSW,4,0,0,1,0,0,0,2
garrett-temple,8,ATL,3,0,1,0,0,0,0,0
garrett-temple,9,ORL,4,0,2,0,0,0,0,2
garrett-temple,10,MIL,4,1,0,0,0,0,0,3
garrison-mathews,0,LAL,6,1,0,0,0,0,4,0
garrison-mathews,1,TOR,8,0,0,0,0,0,2,0
garrison-mathews,2,DAL,14,2,0,0,0,0,1,8
garrison-mathews,3,GSW,20,0,1,1,0,0,3,3
garrison-mathews,4,SAC,23,1,0,2,0,0,5,9
garrison-mathews,5,CLE,14,2,2,0,0,0,0,4
