Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 31",vs. SAC,"W, 106-115",35,10,14,71.4,2,3,66.7,9,12,75.0,1,6,7,6,1,1,0,2,31
"Mon, Jan 29",vs. PHO,"L, 118-105",37,7,12,58.3,2,2,100.0,10,10,100.0,5,3,8,4,0,1,0,1,26
"Sat, Jan 27",@ NYK,"L, 109-125",36,11,20,55.0,1,3,33.3,5,6,83.3,4,4,8,4,0,3,0,2,28
"Thu, Jan 25",vs. BOS,"L, 143-110",29,7,11,63.6,2,3,66.7,1,1,100.0,1,2,3,4,1,2,0,1,17
"Wed, Jan 24",vs. MEM,"L, 105-96",35,4,10,40.0,1,2,50.0,6,8,75.0,3,1,4,3,4,2,0,1,15
"Sun, Jan 21",@ ORL,"L, 87-105",29,5,10,50.0,3,5,60.0,2,2,100.0,0,4,4,2,0,0,0,1,15
"Fri, Jan 19",vs. ATL,"L, 109-108",36,8,10,80.0,0,0,0.0,9,10,90.0,4,1,5,6,4,2,0,2,25
"Wed, Jan 17",@ TOR,"L, 97-121",31,6,11,54.5,0,0,0.0,4,5,80.0,2,3,5,5,1,2,0,0,16
"Mon, Jan 15",@ BKN,"W, 96-95",40,8,12,66.7,0,0,0.0,15,16,93.8,2,3,5,4,1,2,0,2,31
"Sat, Dec 30",@ UTH,"L, 109-117",23,2,3,66.7,0,0,0.0,4,4,100.0,0,2,2,1,2,0,1,2,8
"Mon, Dec 18",vs. MIN,"L, 112-108",34,5,12,41.7,1,3,33.3,4,6,66.7,2,3,5,5,1,0,0,1,15
