Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Wed, Jan 31",@ CHA,"W, 117-110",11,1,2,50.0,0,1,0.0,2,2,100.0,1,0,1,0,1,0,0,4,4
"Tue, Jan 30",vs. TOR,"L, 118-107",20,3,4,75.0,2,3,66.7,1,1,100.0,0,1,1,0,2,0,0,2,9
"Sun, Jan 28",@ POR,"W, 104-96",23,4,7,57.1,1,3,33.3,2,4,50.0,1,1,2,1,0,0,1,3,11
"Sat, Jan 20",vs. MEM,"W, 96-125",4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0
"Wed, Jan 3",@ NYK,"L, 100-116",2,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0
"Tue, Jan 2",@ PHI,"L, 97-110",17,3,5,60.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,3,2,7
"Sat, Dec 30",vs. PHI,"W, 92-105",1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Thu, Dec 28",vs. IND,"L, 120-104",1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Thu, Dec 21",vs. SAS,"W, 95-114",4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
"Wed, Dec 20",vs. LAL,"W, 108-124",1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Sat, Dec 16",@ MIA,"L, 116-118",0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
