Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Thu, Feb 1",@ BOS,"W, 114-105",1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Tue, Jan 30",@ ATL,"L, 122-138",3,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2
"Mon, Jan 29",@ HOU,"L, 119-135",2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Tue, Jan 23",@ LAC,"L, 116-127",1,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2
"Sun, Jan 21",vs. POR,"W, 110-134",4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Fri, Jan 19",vs. BKN,"L, 130-112",3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Wed, Dec 20",@ CHI,"L, 108-124",1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Thu, Dec 7",vs. NOR,"W, 89-133",8,1,4,25.0,1,2,50.0,0,0,0.0,0,1,1,1,1,0,0,0,3
"Sat, Dec 2",vs. HOU,"W, 97-107",3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
"Thu, Nov 30",@ OKC,"L, 110-133",4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Wed, Nov 29",@ DET,"W, 133-107",7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,2,0,1,0
