GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
0,16,1,0,0,2,1,2,8,23.0,25.0,2.7,115.0,53.6%,12.6%,26.4%,20.7,112.3,53.0%,13.7%,26.3%,22.6
1,19,2,0,0,0,1,2,17,23.0,26.0,-2.0,114.1,53.4%,12.6%,27.7%,18.4,116.1,55.6%,14.6%,27.4%,20.1
2,31,9,6,1,1,0,4,24,21.0,27.0,-1.9,118.6,54.1%,13.3%,30.6%,21.7,120.4,58.0%,14.2%,28.2%,19.9
3,8,1,1,2,0,0,1,0,32.0,15.0,8.5,122.1,57.7%,13.0%,28.0%,21.5,113.7,53.2%,13.9%,28.1%,19.9
4,4,0,0,0,0,0,0,3,32.0,17.0,6.8,119.8,54.5%,13.5%,32.8%,21.2,113.0,54.3%,13.4%,25.0%,17.7
5,17,3,2,1,0,0,2,7,24.0,26.0,-3.2,116.3,54.5%,15.7%,32.1%,20.8,119.5,56.1%,12.2%,27.3%,18.7
6,13,1,1,0,1,0,1,3,33.0,16.0,4.1,118.9,56.2%,13.0%,29.2%,18.0,114.7,53.6%,12.5%,26.7%,20.5
7,4,1,2,0,0,0,0,0,21.0,27.0,-1.9,118.6,54.1%,13.3%,30.6%,21.7,120.4,58.0%,14.2%,28.2%,19.9
8,17,5,0,0,0,0,3,9,9.0,39.0,-9.8,111.9,54.4%,13.3%,22.2%,17.9,121.8,56.6%,13.6%,32.1%,20.1
9,1,0,0,0,0,0,0,0,37.0,12.0,8.9,121.2,57.1%,12.6%,27.1%,19.9,112.3,52.8%,11.9%,26.0%,14.9
10,10,1,2,1,0,0,1,7,21.0,27.0,-1.9,118.6,54.1%,13.3%,30.6%,21.7,120.4,58.0%,14.2%,28.2%,19.9
