Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Thu, Feb 1",@ NYK,"L, 105-109",26,4,12,33.3,1,3,33.3,1,2,50.0,0,3,3,6,0,0,0,2,10
"Tue, Jan 30",@ BOS,"L, 124-129",28,6,13,46.2,1,5,20.0,2,2,100.0,1,3,4,5,0,0,0,2,15
"Sun, Jan 28",vs. MEM,"W, 110-116",37,5,14,35.7,2,5,40.0,4,4,100.0,2,2,4,9,1,1,0,3,16
"Fri, Jan 26",vs. PHO,"W, 131-133",30,10,16,62.5,1,2,50.0,1,1,100.0,1,0,1,8,1,1,0,1,22
"Thu, Jan 25",vs. PHI,"W, 122-134",29,8,15,53.3,1,3,33.3,2,2,100.0,0,2,2,8,6,1,1,3,19
"Tue, Jan 23",vs. DEN,"L, 114-109",27,7,9,77.8,1,3,33.3,0,0,0.0,0,1,1,7,2,0,0,1,15
"Sun, Jan 21",@ PHO,"L, 110-117",25,3,9,33.3,0,0,0.0,3,4,75.0,0,0,0,6,4,1,0,3,9
"Mon, Jan 15",@ UTH,"L, 105-132",23,5,10,50.0,1,3,33.3,3,3,100.0,0,0,0,4,2,1,0,2,14
"Sun, Jan 14",@ DEN,"L, 109-117",29,4,8,50.0,0,1,0.0,4,6,66.7,1,1,2,7,2,0,0,0,12
"Fri, Jan 12",@ ATL,"W, 126-108",23,4,6,66.7,2,2,100.0,0,0,0.0,0,4,4,6,4,2,0,2,10
"Wed, Jan 10",vs. WAS,"W, 104-112",26,1,8,12.5,0,1,0.0,0,0,0.0,2,0,2,5,5,2,0,3,2
