Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Mon, Jan 22",vs. MEM,"L, 108-100",37,3,13,23.1,2,6,33.3,0,0,0.0,0,5,5,10,4,2,0,1,8
"Sat, Jan 20",@ NYK,"L, 100-126",31,4,8,50.0,2,4,50.0,2,3,66.7,0,2,2,11,2,1,0,1,12
"Thu, Jan 18",vs. CHI,"L, 116-110",35,4,10,40.0,2,7,28.6,2,2,100.0,0,3,3,3,2,1,0,2,12
"Wed, Jan 17",vs. MIA,"W, 97-121",30,6,16,37.5,3,6,50.0,2,2,100.0,1,7,8,9,2,0,0,1,17
"Mon, Jan 15",vs. BOS,"L, 105-96",37,8,20,40.0,2,7,28.6,3,4,75.0,0,6,6,3,0,1,1,3,21
"Fri, Jan 12",@ UTH,"L, 113-145",25,4,8,50.0,3,3,100.0,4,4,100.0,1,2,3,0,1,0,0,1,15
"Wed, Jan 10",@ LAC,"L, 120-126",36,7,16,43.8,2,4,50.0,9,9,100.0,0,4,4,6,1,1,0,1,25
"Tue, Jan 9",@ LAL,"L, 131-132",26,8,14,57.1,4,6,66.7,1,3,33.3,1,4,5,5,1,0,0,6,21
"Sun, Jan 7",@ GSW,"W, 133-118",26,4,10,40.0,1,4,25.0,0,0,0.0,1,4,5,10,0,1,0,0,9
"Fri, Jan 5",@ SAC,"L, 130-135",38,6,17,35.3,4,12,33.3,4,4,100.0,0,5,5,8,3,0,0,1,20
"Wed, Jan 3",@ MEM,"W, 116-111",33,8,18,44.4,5,8,62.5,5,6,83.3,0,3,3,5,1,0,1,3,26
