Date,OPP,Score,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,REB,AST,TO,STL,BLK,PF,PTS
"Thu, Feb 1",@ BOS,"W, 114-105",1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0
"Tue, Jan 30",@ ATL,"L, 122-138",3,2,4,50.0,2,3,66.7,0,0,0.0,0,1,1,1,0,0,0,0,6
"Thu, Jan 11",vs. PHO,"L, 127-109",5,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,1,0,0,0,1,3
"Wed, Nov 8",vs. SAS,"W, 105-126",1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
"Tue, Oct 31",@ CLE,"W, 109-91",3,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0
"Sat, Oct 28",@ NOR,"L, 87-96",3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,1,0,0,0,1,3
